,name,github_id,description,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,github_release_downloads,monthly_downloads,trending,new_addition
10,grafana/mcp-grafana,grafana/mcp-grafana,"Search dashboards, investigate incidents and query datasources in your Grafana instance.","['cloud', 'local', 'official', 'python']",monitoring,https://github.com/grafana/mcp-grafana,https://github.com/grafana/mcp-grafana,Apache-2.0,2024-12-24 15:44:23,2025-09-05 14:51:01,2025-09-05 14:50:11,276,54.0,139,111.0,176.0,27.0,75.0,1528,2025-09-05 14:58:13,0.6.5,20.0,1.0,1.0,30.0,24,True,1,17976.0,2247.0,,
11,dagger/container-use,dagger/container-use,"Containerized environments for coding agents. Multiple agents can work independently, isolated in fresh containers and..","['go', 'linux', 'local', 'macos', 'windows']",code-execution,https://github.com/dagger/container-use,https://github.com/dagger/container-use,Apache-2.0,2025-05-23 23:18:43,2025-09-04 13:19:02,2025-09-04 13:19:00,316,162.0,156,11.0,223.0,30.0,43.0,2977,2025-08-19 22:31:40,0.4.2,14.0,,,30.0,23,True,1,10959.0,3653.0,-1.0,
12,Azure/azure-mcp,Azure/azure-mcp,"Official Microsoft MCP server for Azure services including Storage, Cosmos DB, and Azure Monitor.",[],other-tools-and-integrations,https://github.com/Azure/azure-mcp,https://github.com/Azure/azure-mcp,MIT,2025-04-16 14:54:24,2025-09-03 16:20:30,2025-09-03 16:20:28,490,318.0,334,42.0,649.0,1.0,410.0,1151,,,38.0,2.0,2.0,70.0,23,True,1,2530.0,506.0,,
13,sooperset/mcp-atlassian,sooperset/mcp-atlassian,"MCP server for Atlassian products (Confluence and Jira). Supports Confluence Cloud, Jira Cloud, and Jira Server/Data..","['cloud', 'python']",support-and-service-management,https://github.com/sooperset/mcp-atlassian,https://github.com/sooperset/mcp-atlassian,MIT,2024-12-03 09:25:20,2025-06-30 11:32:08,2025-06-30 11:31:36,325,49.0,557,13.0,352.0,85.0,175.0,3020,2025-06-29 14:00:36,0.11.9,49.0,4.0,4.0,48.0,22,True,1,,,,
14,Flux159/mcp-server-kubernetes,Flux159/mcp-server-kubernetes,"Typescript implementation of Kubernetes cluster operations for pods, deployments, services.","['cloud', 'local', 'typescript']",cloud-platforms,https://github.com/Flux159/mcp-server-kubernetes,https://github.com/Flux159/mcp-server-kubernetes,MIT,2024-12-08 00:01:28,2025-08-30 04:21:36,2025-08-30 04:21:36,622,242.0,171,10.0,139.0,10.0,50.0,1041,2025-08-28 16:40:42,2.9.0,45.0,8.0,8.0,30.0,22,True,1,65.0,10.0,,
15,weibaohui/k8m,weibaohui/k8m,"Provides MCP multi-cluster Kubernetes management and operations, featuring a management interface, logging, and nearly..","['cloud', 'go', 'local']",cloud-platforms,https://github.com/weibaohui/k8m,https://github.com/weibaohui/k8m,MIT,2024-10-11 01:39:31,2025-09-03 11:13:28,2025-09-03 11:13:27,3857,691.0,105,15.0,233.0,13.0,54.0,639,2025-09-03 11:11:16,0.0.156,100.0,,,14.0,22,True,1,1616.0,269.0,,
16,taylorwilsdon/google_workspace_mcp,taylorwilsdon/google_workspace_mcp,"Comprehensive Google Workspace MCP server with full support for Google Calendar, Drive, Gmail, and Docs, Forms, Chats,..","['cloud', 'linux', 'macos', 'python', 'windows']",workplace-and-productivity,https://github.com/taylorwilsdon/google_workspace_mcp,https://github.com/taylorwilsdon/google_workspace_mcp,MIT,2025-04-27 18:31:13,2025-08-24 18:09:27,2025-08-24 18:09:23,844,606.0,156,7.0,121.0,19.0,63.0,628,2025-08-24 18:05:06,1.4.5,37.0,,,25.0,22,True,1,843.0,210.0,,
17,aymericzip/intlayer,aymericzip/intlayer,"A MCP Server that enhance your IDE with AI-powered assistance for Intlayer i18n / CMS tool: smart CLI access, access..","['cloud', 'local', 'typescript']",command-line,https://github.com/aymericzip/intlayer,https://github.com/aymericzip/intlayer,Apache-2.0,2024-03-24 20:14:24,2025-09-07 22:20:45,2025-09-07 22:20:28,2863,699.0,57,4.0,147.0,40.0,39.0,304,2024-08-07 00:31:20,cli-example@1.1.12,100.0,45.0,45.0,21.0,22,True,1,,,,
18,wonderwhy-er/DesktopCommanderMCP,wonderwhy-er/DesktopCommanderMCP,A swiss-army-knife that can manage/execute programs and read/write/search/edit code and text files.,"['linux', 'local', 'macos', 'typescript', 'windows']",command-line,https://github.com/wonderwhy-er/DesktopCommanderMCP,https://github.com/wonderwhy-er/DesktopCommanderMCP,MIT,2024-12-04 08:26:08,2025-09-05 08:21:36,2025-09-02 18:25:26,352,54.0,478,42.0,113.0,59.0,48.0,4407,2025-09-01 17:16:56,0.2.11,19.0,,,18.0,21,True,2,,,,
19,mrexodia/ida-pro-mcp,mrexodia/ida-pro-mcp,"MCP server for IDA Pro, allowing you to perform binary analysis with AI assistants. This plugin implement..","['local', 'python']",security,https://github.com/mrexodia/ida-pro-mcp,https://github.com/mrexodia/ida-pro-mcp,MIT,2025-03-25 22:23:41,2025-09-06 09:59:12,2025-09-06 09:58:45,156,37.0,347,23.0,42.0,28.0,57.0,3497,2025-04-09 21:10:06,1.3.0,2.0,,,21.0,21,True,1,,,,
20,cloudflare/mcp-server-cloudflare,cloudflare/mcp-server-cloudflare,"Integration with Cloudflare services including Workers, KV, R2, and D1.","['cloud', 'official', 'typescript']",cloud-platforms,https://github.com/cloudflare/mcp-server-cloudflare,https://github.com/cloudflare/mcp-server-cloudflare,Apache-2.0,2024-11-27 22:07:30,2025-08-13 15:34:46,2025-08-13 15:34:13,300,29.0,250,28.0,176.0,21.0,29.0,2922,2025-08-13 15:35:40,containers-mcp@0.2.5,100.0,9.0,9.0,29.0,21,True,2,,,,
21,julien040/anyquery,julien040/anyquery,"Query more than 40 apps with one binary using SQL. It can also connect to your PostgreSQL, MySQL, or SQLite compatible..","['cloud', 'go', 'local']",aggregators,https://github.com/julien040/anyquery,https://github.com/julien040/anyquery,,2024-04-06 17:17:25,2025-08-09 16:02:13,2025-08-09 16:02:02,380,26.0,78,9.0,14.0,5.0,25.0,1310,2025-08-06 21:31:54,0.4.3,12.0,43.0,43.0,6.0,21,True,1,9224.0,709.0,,
22,metatool-ai/metamcp,metatool-ai/metamcp,MetaMCP is the one unified middleware MCP server that manages your MCP connections with GUI.,"['cloud', 'linux', 'local', 'macos', 'typescript', 'windows']",aggregators,https://github.com/metatool-ai/metamcp,https://github.com/metatool-ai/metamcp,MIT,2025-01-22 11:58:52,2025-09-06 09:21:19,2025-09-06 09:20:28,678,414.0,172,15.0,62.0,13.0,80.0,1241,2025-09-07 07:50:17,2.4.14,28.0,,,8.0,21,True,1,,,,
23,Canner/wren-engine,Canner/wren-engine,The Semantic Engine for Model Context Protocol(MCP) Clients and AI Agents.,"['local', 'python', 'rust']",databases,https://github.com/Canner/wren-engine,https://github.com/Canner/wren-engine,Apache-2.0,2022-05-09 07:07:45,2025-09-03 03:04:06,2025-09-03 03:03:56,1111,99.0,120,14.0,1017.0,38.0,254.0,430,2025-09-03 03:04:06,0.20.0,76.0,,,22.0,21,True,1,118.0,4.0,,
24,GLips/Figma-Context-MCP,GLips/Figma-Context-MCP,Provide coding agents direct access to Figma data to help them one-shot design implementation.,"['local', 'typescript']",developer-tools,https://github.com/GLips/Figma-Context-MCP,https://github.com/GLips/Figma-Context-MCP,MIT,2025-02-13 02:55:06,2025-08-27 04:42:11,2025-08-27 04:41:36,142,28.0,829,56.0,94.0,24.0,110.0,10531,2025-08-27 04:42:11,0.5.2,10.0,,,20.0,20,True,1,,,,
25,supabase-community/supabase-mcp,supabase-community/supabase-mcp,Official Supabase MCP server to connect AI assistants directly with your Supabase project and allows them to perform..,"['cloud', 'official', 'typescript']",databases,https://github.com/supabase-community/supabase-mcp,https://github.com/supabase-community/supabase-mcp,Apache-2.0,2024-12-20 23:52:42,2025-09-04 20:40:42,2025-09-03 21:01:30,273,71.0,208,24.0,75.0,46.0,18.0,2040,2025-09-03 21:02:42,0.5.2,19.0,,,7.0,20,True,1,,,,
26,containers/kubernetes-mcp-server,containers/kubernetes-mcp-server,A - powerful Kubernetes MCP server with additional support for OpenShift. Besides providing CRUD operations for any..,"['go', 'local']",cloud-platforms,https://github.com/containers/kubernetes-mcp-server,https://github.com/containers/kubernetes-mcp-server,Apache-2.0,2025-02-11 02:57:36,2025-09-05 09:36:55,2025-09-05 09:36:48,315,127.0,102,5.0,239.0,22.0,38.0,572,2025-08-08 12:48:59,0.0.49,49.0,,,13.0,20,True,2,2177.0,311.0,,
27,IvanMurzak/Unity-MCP,IvanMurzak/Unity-MCP,MCP Server for Unity Editor and for a game made with Unity.,"['csharp', 'linux', 'local', 'macos', 'windows']",gaming,https://github.com/IvanMurzak/Unity-MCP,https://github.com/IvanMurzak/Unity-MCP,Apache-2.0,2025-04-02 09:57:01,2025-09-05 10:48:56,2025-09-04 09:09:45,1030,352.0,40,12.0,88.0,9.0,95.0,396,2025-09-01 19:38:36,0.16.2,37.0,1.0,1.0,3.0,20,True,1,1201.0,240.0,,
28,LaurieWired/GhidraMCP,LaurieWired/GhidraMCP,A Model Context Protocol server for Ghidra that enables LLMs to autonomously reverse engineer applications. Provides..,"['java', 'local']",security,https://github.com/LaurieWired/GhidraMCP,https://github.com/LaurieWired/GhidraMCP,Apache-2.0,2025-03-23 05:36:55,2025-06-23 04:18:18,2025-06-23 04:09:41,61,3.0,416,57.0,30.0,27.0,29.0,5822,2025-06-23 04:18:18,1.4,5.0,,,10.0,19,True,1,12791.0,2131.0,,
29,mobile-next/mobile-mcp,mobile-next/mobile-mcp,"MCP Server for Android/iOS application and device automation, development and app scraping...","['linux', 'local', 'macos', 'typescript']",developer-tools,https://github.com/mobile-next/mobile-mcp,https://github.com/mobile-next/mobile-mcp,Apache-2.0,2025-03-28 16:21:06,2025-09-06 06:40:19,2025-09-06 06:40:15,163,37.0,183,19.0,64.0,39.0,68.0,1967,2025-08-24 20:15:31,0.0.24,14.0,2.0,2.0,15.0,19,True,1,,,,
30,CoderGamester/mcp-unity,CoderGamester/mcp-unity,MCP Server for Unity3d Game Engine integration for game development.,"['csharp', 'local']",gaming,https://github.com/CoderGamester/mcp-unity,https://github.com/CoderGamester/mcp-unity,MIT,2025-03-13 20:41:25,2025-09-06 11:21:26,2025-09-06 11:21:26,172,56.0,118,16.0,28.0,3.0,48.0,954,2025-08-23 11:48:10,1.2.0,7.0,,,12.0,19,True,2,193.0,38.0,,
31,neo4j-contrib/mcp-neo4j,neo4j-contrib/mcp-neo4j,"Model Context Protocol with Neo4j (Run queries, Knowledge Graph Memory, Manaage Neo4j Aura Instances).","['local', 'python']",databases,https://github.com/neo4j-contrib/mcp-neo4j,https://github.com/neo4j-contrib/mcp-neo4j,MIT,2024-12-03 15:44:25,2025-09-05 20:34:58,2025-09-05 20:34:52,239,132.0,168,7.0,102.0,20.0,31.0,673,2025-08-20 18:55:32,mcp-neo4j-data-modeling-v0.4.0,21.0,,,11.0,19,True,1,559.0,62.0,,
32,apify/apify-mcp-server,apify/apify-mcp-server,"Use 3,000+ pre-built cloud tools, known as Actors, to extract data from websites, e-commerce, social media, search..","['cloud', 'typescript']",other-tools-and-integrations,https://github.com/apify/apify-mcp-server,https://github.com/apify/apify-mcp-server,MIT,2025-01-02 15:43:09,2025-09-05 12:32:39,2025-09-04 12:30:50,305,125.0,45,6.0,171.0,17.0,75.0,370,2025-09-04 12:31:26,0.4.5,60.0,2.0,2.0,11.0,19,True,1,337.0,42.0,,
33,dbt-labs/dbt-mcp,dbt-labs/dbt-mcp,"Official MCP server for dbt (data build tool) providing integration with dbt Core/Cloud CLI, project metadata..","['cloud', 'local', 'official', 'python']",data-platforms,https://github.com/dbt-labs/dbt-mcp,https://github.com/dbt-labs/dbt-mcp,Apache-2.0,2025-03-12 20:13:12,2025-09-05 23:02:00,2025-09-05 12:45:40,238,98.0,58,13.0,258.0,18.0,35.0,369,2025-08-28 11:13:40,0.6.1,26.0,,,22.0,19,True,1,,,,
34,getsentry/sentry-mcp,getsentry/sentry-mcp,Sentry.io integration for error tracking and performance monitoring.,"['cloud', 'python']",monitoring,https://github.com/getsentry/sentry-mcp,https://github.com/getsentry/sentry-mcp,,2025-03-29 22:23:13,2025-09-07 18:37:18,2025-09-07 18:37:16,716,247.0,37,30.0,425.0,34.0,85.0,335,2025-09-07 16:26:04,0.18.0,21.0,,,23.0,19,True,2,36.0,7.0,,
35,apecloud/ApeRAG,apecloud/ApeRAG,"Production-ready RAG platform combining Graph RAG, vector search, and full-text search. Best choice for building your..","['cloud', 'local', 'python']",knowledge-and-memory,https://github.com/apecloud/ApeRAG,https://github.com/apecloud/ApeRAG,Apache-2.0,2023-06-20 12:18:12,2025-09-07 07:19:31,2025-09-07 07:19:29,2109,429.0,18,8.0,952.0,38.0,331.0,257,2025-03-27 07:52:01,0.5.0-alpha.14,100.0,,,18.0,19,True,1,,,,
36,eat-pray-ai/yutu,eat-pray-ai/yutu,A fully functional MCP server and CLI for YouTube to automate YouTube operation.,"['go', 'linux', 'local', 'macos', 'windows']",browser-automation,https://github.com/eat-pray-ai/yutu,https://github.com/eat-pray-ai/yutu,Apache-2.0,2023-05-20 09:46:22,2025-09-05 16:36:48,2025-09-05 15:53:17,381,71.0,17,3.0,77.0,2.0,3.0,218,2025-09-05 16:39:53,0.10.2,19.0,3.0,3.0,4.0,19,True,1,7183.0,399.0,,
37,wanaku-ai/wanaku,wanaku-ai/wanaku,The Wanaku MCP Router is a SSE-based MCP server that provides an extensible routing engine that allows integrating..,"['cloud', 'local']",other-tools-and-integrations,https://github.com/wanaku-ai/wanaku,https://github.com/wanaku-ai/wanaku,Apache-2.0,2025-02-01 13:12:59,2025-09-02 04:40:29,2025-08-30 06:28:27,826,245.0,27,1.0,329.0,41.0,112.0,81,2025-07-17 08:25:31,0.0.7,8.0,5.0,5.0,14.0,19,True,1,519.0,86.0,,
38,keboola/mcp-server,keboola/mcp-server,interact with Keboola Connection Data Platform. This server provides tools for listing and accessing data from Keboola..,['python'],data-platforms,https://github.com/keboola/mcp-server,https://github.com/keboola/mcp-server,MIT,2025-01-12 20:01:21,2025-09-06 12:05:42,2025-09-06 12:05:40,2278,983.0,18,16.0,247.0,,5.0,69,2025-09-03 08:10:55,1.20.3,21.0,,,24.0,19,True,1,,,,
39,ahujasid/blender-mcp,ahujasid/blender-mcp,MCP server for working with Blender.,['python'],art-and-culture,https://github.com/ahujasid/blender-mcp,https://github.com/ahujasid/blender-mcp,MIT,2025-03-07 09:58:58,2025-08-21 19:43:17,2025-08-21 19:43:16,124,15.0,1220,117.0,52.0,16.0,71.0,13147,,,,,,15.0,18,True,1,,,,
40,bram2w/baserow,bram2w/baserow,"Baserow database integration with table search, list, and row create, read, update, and delete capabilities.",[],databases,https://github.com/bram2w/baserow,https://github.com/bram2w/baserow,,2020-07-20 09:32:04,2025-09-04 16:43:11,2025-09-02 20:22:07,6267,334.0,377,30.0,61.0,,,2865,,,,,,83.0,18,True,1,,,,
41,antvis/mcp-server-chart,antvis/mcp-server-chart,A Model Context Protocol server for generating visual charts using AntV.,"['cloud', 'official', 'typescript']",customer-data-platforms,https://github.com/antvis/mcp-server-chart,https://github.com/antvis/mcp-server-chart,MIT,2025-04-25 09:10:06,2025-09-04 03:24:25,2025-09-04 03:24:25,72,29.0,247,18.0,78.0,17.0,91.0,2703,2025-08-22 01:04:03,0.9.0-beta.0,14.0,6.0,6.0,14.0,18,True,1,,,,
42,haris-musa/excel-mcp-server,haris-musa/excel-mcp-server,"An Excel manipulation server providing workbook creation, data operations, formatting, and advanced features (charts,..","['local', 'python']",developer-tools,https://github.com/haris-musa/excel-mcp-server,https://github.com/haris-musa/excel-mcp-server,MIT,2025-02-12 06:39:48,2025-08-11 07:35:59,2025-08-06 20:00:49,43,24.0,249,14.0,48.0,23.0,24.0,2248,2025-08-06 20:07:46,0.1.7,7.0,,,9.0,18,True,1,,,,
43,korotovsky/slack-mcp-server,korotovsky/slack-mcp-server,The most powerful MCP server for Slack Workspaces.,"['cloud', 'typescript']",communication,https://github.com/korotovsky/slack-mcp-server,https://github.com/korotovsky/slack-mcp-server,MIT,2025-04-12 11:31:34,2025-08-24 12:11:06,2025-08-24 12:11:06,234,183.0,80,2.0,46.0,7.0,40.0,623,2025-08-15 09:16:56,1.1.24,25.0,,,15.0,18,True,1,1509.0,301.0,-1.0,
44,mcpjungle/MCPJungle,mcpjungle/MCPJungle,Self-hosted MCP Server registry for enterprise AI Agents.,"['go', 'local']",aggregators,https://github.com/mcpjungle/MCPJungle,https://github.com/mcpjungle/MCPJungle,MPL-2.0,2025-05-15 12:31:06,2025-09-03 08:22:46,2025-09-03 08:22:46,171,96.0,61,4.0,42.0,19.0,21.0,443,2025-08-31 11:03:57,0.2.4,20.0,,,5.0,18,True,2,514.0,128.0,,
45,Softeria/ms-365-mcp-server,Softeria/ms-365-mcp-server,"MCP server that connects to Microsoft Office and the whole Microsoft 365 suite using Graph API (including Outlook,..","['cloud', 'typescript']",communication,https://github.com/Softeria/ms-365-mcp-server,https://github.com/Softeria/ms-365-mcp-server,MIT,2025-04-02 19:55:54,2025-08-25 12:57:20,2025-08-25 12:56:38,171,87.0,77,5.0,82.0,3.0,37.0,242,2025-08-25 12:57:24,0.20.0,77.0,3.0,3.0,13.0,18,True,1,,,,
46,executeautomation/mcp-playwright,executeautomation/mcp-playwright,An MCP server using Playwright for browser automation and webscrapping.,['typescript'],browser-automation,https://github.com/executeautomation/mcp-playwright,https://github.com/executeautomation/mcp-playwright,MIT,2024-12-03 18:43:20,2025-06-20 21:28:21,2025-06-20 21:28:21,242,15.0,406,33.0,83.0,39.0,50.0,4717,,,,,,29.0,17,True,2,,,,
47,cjo4m06/mcp-shrimp-task-manager,cjo4m06/mcp-shrimp-task-manager,"A programming-focused task management system that boosts coding agents like Cursor AI with advanced task memory, self-..","['cloud', 'local', 'typescript']",developer-tools,https://github.com/cjo4m06/mcp-shrimp-task-manager,https://github.com/cjo4m06/mcp-shrimp-task-manager,MIT,2025-04-12 08:59:07,2025-08-21 08:55:59,2025-08-21 08:55:59,234,104.0,188,17.0,34.0,21.0,45.0,1684,,,,3.0,3.0,9.0,17,True,1,,,,
48,mariocandela/beelzebub,mariocandela/beelzebub,Beelzebub is a honeypot framework that lets you build honeypot tools using MCP. Its purpose is to detect prompt..,['cloud'],security,https://github.com/mariocandela/beelzebub,https://github.com/mariocandela/beelzebub,GPL-3.0,2022-05-08 18:47:02,2025-09-07 12:37:55,2025-09-07 12:37:53,286,20.0,121,16.0,170.0,1.0,23.0,1438,2025-08-01 06:34:52,3.4.1,52.0,,,8.0,17,True,2,,,,
49,stack-chan/stack-chan,stack-chan/stack-chan,A JavaScript-driven M5Stack-embedded super-kawaii robot with MCP server functionality for AI-controlled interactions..,"['embedded', 'typescript']",embedded-system,https://github.com/stack-chan/stack-chan,https://github.com/stack-chan/stack-chan,Apache-2.0,2021-06-06 14:31:19,2025-07-17 15:21:44,2025-07-17 15:14:32,1165,39.0,108,28.0,229.0,25.0,75.0,945,2022-09-05 05:57:58,0.2.1,4.0,,,18.0,17,True,1,37.0,0.0,,
50,benborla/mcp-server-mysql,benborla/mcp-server-mysql,MySQL database integration in NodeJS with configurable access controls and schema inspection.,"['cloud', 'local']",databases,https://github.com/benborla/mcp-server-mysql,https://github.com/benborla/mcp-server-mysql,MIT,2024-12-09 14:02:55,2025-09-02 16:03:21,2025-09-02 16:03:21,166,29.0,110,7.0,25.0,24.0,36.0,768,2025-07-17 15:15:22,2.0.5,13.0,,,16.0,17,True,2,,,,
51,mark3labs/mcp-filesystem-server,mark3labs/mcp-filesystem-server,Golang implementation for local file system access.,"['go', 'local']",file-systems,https://github.com/mark3labs/mcp-filesystem-server,https://github.com/mark3labs/mcp-filesystem-server,MIT,2024-11-28 12:15:08,2025-09-04 16:02:29,2025-06-29 21:37:00,54,9.0,72,5.0,33.0,12.0,13.0,505,2025-06-22 20:23:14,0.11.1,14.0,16.0,16.0,7.0,17,True,1,576.0,96.0,,
52,zinja-coder/jadx-ai-mcp,zinja-coder/jadx-ai-mcp,JADX-AI-MCP is a plugin and MCP Server for the JADX decompiler that integrates directly with Model Context Protocol..,"['java', 'local']",security,https://github.com/zinja-coder/jadx-ai-mcp,https://github.com/zinja-coder/jadx-ai-mcp,Apache-2.0,2025-04-07 17:28:54,2025-09-06 16:33:58,2025-09-06 16:21:05,100,23.0,56,7.0,3.0,3.0,15.0,485,2025-09-06 16:33:58,3.2.0,13.0,,,4.0,17,True,2,7505.0,1501.0,,
53,centralmind/gateway,centralmind/gateway,"MCP and MCP SSE Server that automatically generate API based on database schema and data. Supports PostgreSQL,..","['go', 'local', 'macos', 'windows']",databases,https://github.com/centralmind/gateway,https://github.com/centralmind/gateway,Apache-2.0,2025-02-10 19:34:14,2025-07-18 16:15:36,2025-07-18 16:15:36,477,7.0,55,10.0,40.0,13.0,35.0,471,2025-07-12 08:14:25,0.2.19,38.0,,,11.0,17,True,2,879.0,125.0,,
54,MigoXLab/dingo,MigoXLab/dingo,MCP server for the Dingo: a comprehensive data quality evaluation tool. Server Enables interaction with Dingos rule-..,"['linux', 'local', 'macos', 'official', 'python', 'windows']",data-science-tools,https://github.com/MigoXLab/dingo,https://github.com/MigoXLab/dingo,Apache-2.0,2024-12-24 05:59:24,2025-09-07 01:09:45,2025-09-07 01:09:45,257,106.0,43,5.0,147.0,3.0,14.0,439,2025-07-31 11:20:11,1.9.0,8.0,,,15.0,17,True,1,,,,
55,joinly-ai/joinly,joinly-ai/joinly,"MCP server to interact with browser-based meeting platforms (Zoom, Teams, Google Meet). Enables AI agents to send bots..","['cloud', 'python']",communication,https://github.com/joinly-ai/joinly,https://github.com/joinly-ai/joinly,MIT,2025-05-29 01:21:02,2025-09-05 01:45:16,2025-09-05 01:45:12,721,557.0,31,5.0,133.0,3.0,9.0,345,2025-08-26 09:36:30,0.5.0,11.0,,,3.0,17,True,2,,,,
56,strowk/mcp-k8s-go,strowk/mcp-k8s-go,Kubernetes cluster operations through MCP.,"['cloud', 'go', 'local']",cloud-platforms,https://github.com/strowk/mcp-k8s-go,https://github.com/strowk/mcp-k8s-go,MIT,2024-12-01 07:00:54,2025-08-27 03:45:27,2025-08-27 03:45:20,339,40.0,47,3.0,49.0,8.0,9.0,343,2025-07-20 14:00:52,0.5.0,31.0,1.0,1.0,11.0,17,True,2,873.0,97.0,,
57,domdomegg/airtable-mcp-server,domdomegg/airtable-mcp-server,"Airtable database integration with schema inspection, read and write capabilities.","['local', 'typescript']",databases,https://github.com/domdomegg/airtable-mcp-server,https://github.com/domdomegg/airtable-mcp-server,MIT,2024-12-12 17:16:40,2025-09-04 13:29:21,2025-09-04 13:29:17,70,32.0,80,6.0,29.0,5.0,16.0,284,2025-09-04 13:33:29,1.7.2,2.0,5.0,5.0,6.0,17,True,2,117.0,117.0,4.0,
