,name,github_id,description,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,github_release_downloads,monthly_downloads,trending,updated_github_id
182,openbnb-org/mcp-server-airbnb,openbnb-org/mcp-server-airbnb,Provides tools to search Airbnb and get listing details.,"['cloud', 'typescript']",travel-and-transportation,https://github.com/openbnb-org/mcp-server-airbnb,https://github.com/openbnb-org/mcp-server-airbnb,MIT,2025-03-10 00:20:50,2025-07-18 03:57:21,2025-07-18 02:38:30,16.0,5.0,74.0,2.0,4.0,4.0,9.0,301.0,2025-07-18 03:57:21,0.1.3,1.0,,,3.0,11,True,1.0,211.0,70.0,,
183,InditexTech/mcp-server-simulator-ios-idb,InditexTech/mcp-server-simulator-ios-idb,"A Model Context Protocol (MCP) server that enables LLMs to interact with iOS simulators (iPhone, iPad, etc.) through..","['local', 'macos', 'typescript']",developer-tools,https://github.com/InditexTech/mcp-server-simulator-ios-idb,https://github.com/InditexTech/mcp-server-simulator-ios-idb,Apache-2.0,2025-03-18 11:11:28,2025-09-02 10:59:44,2025-09-02 10:59:43,39.0,2.0,18.0,3.0,13.0,1.0,4.0,263.0,2025-04-02 14:17:03,1.0.1,2.0,,,7.0,11,True,3.0,,,,
184,ferdousbhai/investor-agent,ferdousbhai/investor-agent,Yahoo Finance integration to fetch stock market data including options recommendations.,"['cloud', 'python']",finance-and-fintech,https://github.com/ferdousbhai/investor-agent,https://github.com/ferdousbhai/investor-agent,MIT,2025-02-21 06:20:12,2025-09-21 02:40:46,2025-09-21 02:38:48,44.0,9.0,34.0,4.0,5.0,,5.0,263.0,,,,1.0,1.0,5.0,11,True,2.0,,,,
185,hustcc/mcp-mermaid,hustcc/mcp-mermaid,Generate mermaid diagram and chart with AI MCP dynamically.,"['local', 'typescript']",customer-data-platforms,https://github.com/hustcc/mcp-mermaid,https://github.com/hustcc/mcp-mermaid,MIT,2025-05-20 11:43:48,2025-10-05 01:47:12,2025-09-26 01:24:53,16.0,9.0,26.0,2.0,10.0,2.0,3.0,227.0,2025-09-26 01:26:04,0.2.1,3.0,,,7.0,11,True,2.0,,,,
186,andybrandt/mcp-simple-arxiv,andybrandt/mcp-simple-arxiv,MCP for LLM to search and read papers from arXiv.,"['cloud', 'python']",search-data-extraction,https://github.com/andybrandt/mcp-simple-arxiv,https://github.com/andybrandt/mcp-simple-arxiv,MIT,2024-12-07 07:52:32,2025-09-07 20:32:56,2025-09-07 20:32:56,26.0,7.0,19.0,2.0,5.0,1.0,,157.0,,,,30.0,30.0,6.0,11,True,2.0,,,,
187,fatwang2/search1api-mcp,fatwang2/search1api-mcp,Search via search1api (requires paid API key).,"['cloud', 'typescript']",search-data-extraction,https://github.com/fatwang2/search1api-mcp,https://github.com/fatwang2/search1api-mcp,MIT,2024-11-26 09:03:56,2025-04-06 05:45:22,2025-04-06 05:45:22,65.0,,35.0,3.0,7.0,1.0,4.0,155.0,2025-03-28 13:48:36,0.1.8,5.0,2.0,2.0,2.0,11,True,2.0,,,,
188,r-huijts/strava-mcp,r-huijts/strava-mcp,"A Model Context Protocol (MCP) server that connects to Strava API, providing tools to access Strava data through LLMs.","['cloud', 'typescript']",sports,https://github.com/r-huijts/strava-mcp,https://github.com/r-huijts/strava-mcp,MIT,2025-04-06 14:02:48,2025-09-17 13:42:38,2025-09-17 13:41:05,52.0,12.0,18.0,5.0,9.0,3.0,3.0,153.0,,,,,,9.0,11,True,1.0,,,,
189,pyroprompts/any-chat-completions-mcp,pyroprompts/any-chat-completions-mcp,"Chat with any other OpenAI SDK Compatible Chat Completions API, like Perplexity, Groq, xAI and more.",[],other-tools-and-integrations,https://github.com/pyroprompts/any-chat-completions-mcp,https://github.com/pyroprompts/any-chat-completions-mcp,MIT,2024-12-02 03:40:01,2025-05-01 02:39:27,2025-05-01 02:39:22,16.0,,23.0,,5.0,4.0,,140.0,2025-05-01 02:33:53,0.1.1,2.0,,,4.0,11,True,2.0,,,,
190,ergut/mcp-bigquery-server,ergut/mcp-bigquery-server,Server implementation for Google BigQuery integration that enables direct BigQuery database access and querying..,"['cloud', 'typescript']",databases,https://github.com/ergut/mcp-bigquery-server,https://github.com/ergut/mcp-bigquery-server,MIT,2024-12-03 19:57:59,2025-05-24 22:24:46,2025-04-03 12:34:59,24.0,,29.0,3.0,6.0,3.0,3.0,125.0,2025-04-03 12:36:59,1.0.3,1.0,3.0,3.0,3.0,11,True,3.0,,,,
191,gbrigandi/mcp-server-wazuh,gbrigandi/mcp-server-wazuh,"A Rust-based MCP server bridging Wazuh SIEM with AI assistants, providing real-time security alerts and event data for..","['linux', 'local', 'macos', 'rust', 'windows']",security,https://github.com/gbrigandi/mcp-server-wazuh,https://github.com/gbrigandi/mcp-server-wazuh,MIT,2025-05-07 18:14:55,2025-07-10 21:58:02,2025-07-10 21:56:37,35.0,1.0,32.0,9.0,1.0,5.0,7.0,123.0,2025-07-10 21:58:09,0.2.4,7.0,,,,11,True,3.0,727.0,145.0,-2.0,
192,hustcc/mcp-echarts,hustcc/mcp-echarts,Generate visual charts using Apache ECharts with AI MCP dynamically.,"['local', 'typescript']",customer-data-platforms,https://github.com/hustcc/mcp-echarts,https://github.com/hustcc/mcp-echarts,MIT,2025-07-10 01:29:54,2025-08-22 00:50:43,2025-08-22 00:49:24,20.0,20.0,19.0,3.0,18.0,3.0,9.0,117.0,2025-08-22 00:50:43,0.6.1,7.0,,,8.0,11,True,2.0,,,,
193,tinyfish-io/agentql-mcp,tinyfish-io/agentql-mcp,MCP server that provides AgentQLs data extraction capabilities.,"['cloud', 'official', 'typescript']",search-data-extraction,https://github.com/tinyfish-io/agentql-mcp,https://github.com/tinyfish-io/agentql-mcp,MIT,2024-12-21 01:12:55,2025-09-25 03:04:12,2025-08-27 04:45:34,57.0,2.0,27.0,9.0,27.0,1.0,,114.0,2025-03-13 00:38:37,1.0.0,1.0,3.0,3.0,5.0,11,True,2.0,,,,
194,alfonsograziano/node-code-sandbox-mcp,alfonsograziano/node-code-sandbox-mcp,A Node.js MCP server that spins up isolated Docker-based sandboxes for executing JavaScript snippets with on-the-fly..,"['local', 'typescript']",code-execution,https://github.com/alfonsograziano/node-code-sandbox-mcp,https://github.com/alfonsograziano/node-code-sandbox-mcp,,2025-04-26 04:11:18,2025-09-06 17:24:14,2025-09-06 17:24:04,233.0,10.0,23.0,3.0,55.0,8.0,36.0,109.0,,,,,,7.0,11,True,3.0,,,,
195,tufantunc/ssh-mcp,tufantunc/ssh-mcp,MCP server exposing SSH control for Linux and Windows servers via Model Context Protocol. Securely execute remote..,"['linux', 'local', 'typescript', 'windows']",command-line,https://github.com/tufantunc/ssh-mcp,https://github.com/tufantunc/ssh-mcp,MIT,2025-04-26 21:07:32,2025-10-03 15:50:05,2025-10-03 15:49:14,32.0,15.0,15.0,1.0,8.0,,4.0,105.0,2025-10-03 15:50:05,1.1.0,11.0,,,2.0,11,True,3.0,,,2.0,
196,ariadng/metatrader-mcp-server,ariadng/metatrader-mcp-server,Enable AI LLMs to execute trades using MetaTrader 5 platform.,"['local', 'python', 'windows']",finance-and-fintech,https://github.com/ariadng/metatrader-mcp-server,https://github.com/ariadng/metatrader-mcp-server,MIT,2025-04-10 09:15:15,2025-10-03 15:30:22,2025-10-03 15:30:14,126.0,5.0,29.0,7.0,7.0,2.0,6.0,102.0,2025-04-23 18:25:00,0.2.3,2.0,,,2.0,11,True,2.0,27.0,4.0,,
197,VeriTeknik/pluggedin-mcp-proxy,VeriTeknik/pluggedin-mcp-proxy,A comprehensive proxy server that combines multiple MCP servers into a single interface with extensive visibility..,"['local', 'typescript']",aggregators,https://github.com/VeriTeknik/pluggedin-mcp-proxy,https://github.com/VeriTeknik/pluggedin-mcp-proxy,Apache-2.0,2025-04-07 12:26:50,2025-09-25 03:13:39,2025-09-22 21:19:28,208.0,60.0,18.0,1.0,1.0,,,95.0,,,,,,5.0,11,True,3.0,,,,
198,fosdickio/binary_ninja_mcp,fosdickio/binary_ninja_mcp,"A Binary Ninja plugin, MCP server, and bridge that seamlessly integrates Binary Ninja with your favorite MCP client...","['linux', 'local', 'macos', 'python', 'windows']",security,https://github.com/fosdickio/binary_ninja_mcp,https://github.com/fosdickio/binary_ninja_mcp,GPL-3.0,2025-03-28 22:07:55,2025-09-24 13:36:46,2025-09-23 19:54:00,38.0,6.0,27.0,2.0,12.0,7.0,13.0,94.0,2025-09-24 13:36:46,1.0.1,11.0,,,5.0,11,True,3.0,,,,
199,sitbon/magg,sitbon/magg,"Magg: A meta-MCP server that acts as a universal hub, allowing LLMs to autonomously discover, install, and orchestrate..","['cloud', 'linux', 'local', 'macos', 'python', 'windows']",aggregators,https://github.com/sitbon/magg,https://github.com/sitbon/magg,AGPL-3.0,2025-06-20 08:54:11,2025-08-07 01:41:04,2025-08-07 01:39:44,88.0,22.0,16.0,,3.0,,,85.0,2025-08-07 01:41:05,0.10.1,14.0,,,,11,True,3.0,12.0,3.0,,
200,seekrays/mcp-monitor,seekrays/mcp-monitor,A system monitoring tool that exposes system metrics via the Model Context Protocol (MCP). This tool allows LLMs to..,"['go', 'local']",monitoring,https://github.com/seekrays/mcp-monitor,https://github.com/seekrays/mcp-monitor,Apache-2.0,2025-03-19 06:05:52,2025-08-02 15:13:23,2025-08-02 15:13:19,20.0,10.0,15.0,2.0,5.0,,,71.0,2025-08-02 14:56:47,0.0.2,2.0,,,5.0,11,True,3.0,76.0,10.0,,
201,alchemyplatform/alchemy-mcp-server,alchemyplatform/alchemy-mcp-server,Allow AI agents to interact with Alchemys blockchain APIs.,"['cloud', 'official', 'typescript']",finance-and-fintech,https://github.com/alchemyplatform/alchemy-mcp-server,https://github.com/alchemyplatform/alchemy-mcp-server,MIT,2025-03-27 17:08:08,2025-09-18 15:19:44,2025-08-07 20:03:44,70.0,16.0,19.0,3.0,20.0,,1.0,68.0,2025-04-22 16:01:41,0.1.5,7.0,,,4.0,11,True,2.0,,,,
202,CircleCI-Public/mcp-server-circleci,CircleCI-Public/mcp-server-circleci,Enable AI Agents to fix build failures from CircleCI.,"['cloud', 'typescript']",developer-tools,https://github.com/CircleCI-Public/mcp-server-circleci,https://github.com/CircleCI-Public/mcp-server-circleci,,2025-03-26 18:31:55,2025-10-01 15:32:25,2025-10-01 15:32:25,283.0,63.0,36.0,11.0,116.0,7.0,6.0,65.0,,,,2.0,2.0,19.0,11,True,3.0,,,,
203,lfnovo/content-core,lfnovo/content-core,"Extract content from URLs, documents, videos, and audio files using intelligent auto-engine selection. Supports web..","['local', 'python']",search-data-extraction,https://github.com/lfnovo/content-core,https://github.com/lfnovo/content-core,MIT,2025-04-14 19:07:37,2025-09-27 11:28:45,2025-09-27 11:28:30,97.0,19.0,13.0,2.0,8.0,2.0,1.0,65.0,2025-07-22 10:19:26,1.3.0,4.0,9.0,9.0,2.0,11,True,2.0,,,,
204,rishijatia/fantasy-pl-mcp,rishijatia/fantasy-pl-mcp,An MCP server for real-time Fantasy Premier League data and analysis tools.,"['cloud', 'python']",gaming,https://github.com/rishijatia/fantasy-pl-mcp,https://github.com/rishijatia/fantasy-pl-mcp,MIT,2025-03-14 18:53:28,2025-08-15 21:06:27,2025-08-15 21:06:27,47.0,10.0,17.0,1.0,7.0,,5.0,60.0,2025-07-31 22:33:09,0.1.6,6.0,1.0,1.0,2.0,11,True,3.0,,,,
205,inkbytefo/ScreenMonitorMCP,inkbytefo/ScreenMonitorMCP,"Real-time screen analysis, context-aware recording, and UI monitoring MCP server. Supports AI vision, event hooks, and..","['linux', 'local', 'macos', 'python', 'windows']",other-tools-and-integrations,https://github.com/inkbytefo/ScreenMonitorMCP,https://github.com/inkbytefo/ScreenMonitorMCP,MIT,2025-07-08 23:35:29,2025-09-19 18:52:17,2025-08-06 14:43:43,40.0,40.0,13.0,2.0,3.0,,,57.0,2025-08-06 14:55:23,2.0.9,3.0,,,3.0,11,True,2.0,,,,
206,smithery-ai/mcp-obsidian,smithery-ai/mcp-obsidian,This is a connector to allow Claude Desktop (or any MCP client) to read and search any directory containing Markdown..,"['local', 'typescript']",other-tools-and-integrations,https://github.com/smithery-ai/mcp-obsidian,https://github.com/smithery-ai/mcp-obsidian,AGPL-3.0,2024-11-29 05:29:29,2025-08-15 12:22:42,2025-08-15 12:22:39,19.0,6.0,75.0,9.0,6.0,15.0,11.0,1143.0,,,,,,6.0,10,True,3.0,,,,
207,rohitg00/kubectl-mcp-server,rohitg00/kubectl-mcp-server,"A Model Context Protocol (MCP) server for Kubernetes that enables AI assistants like Claude, Cursor, and others to..","['cloud', 'local', 'python']",cloud-platforms,https://github.com/rohitg00/kubectl-mcp-server,https://github.com/rohitg00/kubectl-mcp-server,MIT,2025-03-23 17:49:07,2025-07-14 22:37:55,2025-07-14 22:37:55,29.0,4.0,133.0,9.0,12.0,11.0,10.0,727.0,,,,,,6.0,10,True,3.0,,,,
208,anaisbetts/mcp-youtube,anaisbetts/mcp-youtube,Fetch YouTube subtitles.,"['cloud', 'typescript']",other-tools-and-integrations,https://github.com/anaisbetts/mcp-youtube,https://github.com/anaisbetts/mcp-youtube,MIT,2024-11-19 18:41:07,2025-03-20 17:21:01,2025-03-20 17:17:38,14.0,,50.0,5.0,10.0,6.0,3.0,454.0,2025-03-20 17:21:01,0.6.0,1.0,,,3.0,10,True,3.0,,,,
209,mcpdotdirect/evm-mcp-server,mcpdotdirect/evm-mcp-server,"Comprehensive blockchain services for 30+ EVM networks, supporting native tokens, ERC20, NFTs, smart contracts,..","['cloud', 'typescript']",finance-and-fintech,https://github.com/mcpdotdirect/evm-mcp-server,https://github.com/mcpdotdirect/evm-mcp-server,MIT,2025-03-08 23:00:04,2025-07-29 17:38:14,2025-07-29 17:38:13,33.0,1.0,70.0,1.0,12.0,4.0,2.0,325.0,2025-05-23 16:54:55,1.2.0,4.0,1.0,1.0,7.0,10,True,2.0,,,,
210,CheMiguel23/MemoryMesh,CheMiguel23/MemoryMesh,Enhanced graph-based memory with a focus on AI role-play and story generation.,"['local', 'typescript']",knowledge-and-memory,https://github.com/CheMiguel23/MemoryMesh,https://github.com/CheMiguel23/MemoryMesh,MIT,2024-12-06 00:50:19,2025-01-29 00:18:55,2025-01-29 00:18:55,90.0,,39.0,4.0,28.0,3.0,3.0,301.0,,,,,,3.0,10,True,2.0,,,,
211,mamertofabian/mcp-everything-search,mamertofabian/mcp-everything-search,Fast Windows file search using Everything SDK.,"['local', 'python', 'windows']",file-systems,https://github.com/mamertofabian/mcp-everything-search,https://github.com/mamertofabian/mcp-everything-search,MIT,2024-12-14 14:46:46,2025-01-07 23:13:29,2025-01-07 23:13:29,26.0,,30.0,4.0,13.0,8.0,1.0,248.0,2024-12-19 07:45:10,0.2.1,2.0,,,2.0,10,True,3.0,84.0,8.0,,
212,open-strategy-partners/osp_marketing_tools,open-strategy-partners/osp_marketing_tools,"A suite of marketing tools from Open Strategy Partners including writing style, editing codes, and product marketing..","['local', 'python']",marketing,https://github.com/open-strategy-partners/osp_marketing_tools,https://github.com/open-strategy-partners/osp_marketing_tools,CC-BY-SA-4.0,2025-01-16 14:43:32,2025-04-23 11:40:18,2025-04-23 11:40:17,81.0,,37.0,3.0,5.0,1.0,,238.0,,,,,,5.0,10,True,2.0,,,,
213,burningion/video-editing-mcp,burningion/video-editing-mcp,"Add, Analyze, Search, and Generate Video Edits from your Video Jungle Collection.",['python'],art-and-culture,https://github.com/burningion/video-editing-mcp,https://github.com/burningion/video-editing-mcp,,2024-12-03 17:02:20,2025-10-05 14:59:32,2025-10-05 14:59:30,180.0,18.0,28.0,1.0,6.0,2.0,,214.0,,,,,,3.0,10,True,2.0,,,,
214,sunriseapps/imagesorcery-mcp,sunriseapps/imagesorcery-mcp,ComputerVision-based sorcery of image recognition and editing tools for AI assistants.,"['linux', 'local', 'macos', 'python', 'windows']",multimedia-process,https://github.com/sunriseapps/imagesorcery-mcp,https://github.com/sunriseapps/imagesorcery-mcp,MIT,2025-05-12 13:14:08,2025-09-23 21:24:06,2025-08-28 05:30:21,168.0,42.0,24.0,2.0,5.0,1.0,4.0,207.0,,,,,,2.0,10,True,1.0,,,,
215,zilliztech/mcp-server-milvus,zilliztech/mcp-server-milvus,"MCP Server for Milvus / Zilliz, making it possible to interact with your database.","['cloud', 'local', 'python']",databases,https://github.com/zilliztech/mcp-server-milvus,https://github.com/zilliztech/mcp-server-milvus,Apache-2.0,2025-03-06 02:10:40,2025-06-05 12:59:48,2025-06-05 12:59:30,30.0,,49.0,4.0,30.0,10.0,5.0,184.0,,,,,,7.0,10,True,3.0,,,,
216,cantian-ai/bazi-mcp,cantian-ai/bazi-mcp,Provides comprehensive and accurate Bazi (Chinese Astrology) charting and analysis.,"['cloud', 'local', 'macos', 'typescript', 'windows']",art-and-culture,https://github.com/cantian-ai/bazi-mcp,https://github.com/cantian-ai/bazi-mcp,ISC,2025-04-27 06:48:50,2025-09-02 03:03:54,2025-09-02 03:03:49,43.0,5.0,56.0,4.0,5.0,1.0,1.0,177.0,,,,,,5.0,10,True,2.0,,,,
217,alexei-led/k8s-mcp-server,alexei-led/k8s-mcp-server,"A lightweight yet robust server that empowers AI assistants to securely execute Kubernetes CLI commands (kubectl,..",['python'],cloud-platforms,https://github.com/alexei-led/k8s-mcp-server,https://github.com/alexei-led/k8s-mcp-server,MIT,2025-03-27 16:14:32,2025-04-29 08:56:16,2025-04-29 08:55:12,97.0,,32.0,2.0,5.0,2.0,1.0,168.0,2025-04-16 12:21:46,1.2.0,3.0,,,,10,True,3.0,,,,
218,securityfortech/secops-mcp,securityfortech/secops-mcp,All-in-one security testing toolbox that brings together popular open source tools through a single MCP interface...,"['local', 'python']",security,https://github.com/securityfortech/secops-mcp,https://github.com/securityfortech/secops-mcp,MIT,2025-03-28 10:26:05,2025-09-17 14:57:39,2025-09-17 14:57:39,13.0,4.0,21.0,3.0,4.0,3.0,,149.0,,,,,,5.0,10,True,3.0,,,2.0,
219,delano/postman-mcp-server,delano/postman-mcp-server,Interact with Postman API.,"['cloud', 'typescript']",developer-tools,https://github.com/delano/postman-mcp-server,https://github.com/delano/postman-mcp-server,MIT,2024-12-14 06:36:19,2025-09-13 10:29:05,2025-07-24 17:55:50,102.0,5.0,31.0,3.0,14.0,4.0,2.0,138.0,2024-12-19 17:10:09,0.2.0,1.0,,,4.0,10,True,3.0,,,,
220,LucasHild/mcp-server-bigquery,LucasHild/mcp-server-bigquery,BigQuery database integration with schema inspection and query capabilities.,"['cloud', 'python']",databases,https://github.com/LucasHild/mcp-server-bigquery,https://github.com/LucasHild/mcp-server-bigquery,MIT,2024-12-03 18:09:19,2025-05-30 06:31:33,2025-05-30 06:27:53,21.0,,32.0,2.0,15.0,2.0,7.0,120.0,2025-05-30 06:31:33,0.3.1,1.0,,,5.0,10,True,3.0,,,,
221,sammcj/mcp-package-version,sammcj/mcp-package-version,An MCP Server to help LLMs suggest the latest stable package versions when writing code.,"['local', 'typescript']",developer-tools,https://github.com/sammcj/mcp-package-version,https://github.com/sammcj/mcp-package-version,MIT,2024-12-16 06:07:05,2025-05-14 02:25:48,2025-05-14 02:25:38,82.0,,22.0,1.0,21.0,2.0,2.0,117.0,2025-05-14 02:26:43,2.0.30,37.0,1.0,1.0,5.0,10,True,3.0,50.0,5.0,,
222,mikechao/brave-search-mcp,mikechao/brave-search-mcp,"Web, Image, News, Video, and Local Point of Interest search capabilities using Braves Search API.","['cloud', 'typescript']",search-data-extraction,https://github.com/mikechao/brave-search-mcp,https://github.com/mikechao/brave-search-mcp,GPL-3.0,2025-04-02 19:15:47,2025-07-29 21:58:37,2025-07-29 21:58:37,165.0,4.0,15.0,2.0,4.0,,,80.0,2025-07-02 21:45:47,0.8.0,6.0,1.0,1.0,3.0,10,True,3.0,79.0,13.0,,
223,ragieai/ragie-mcp-server,ragieai/ragie-mcp-server,"Retrieve context from your Ragie (RAG) knowledge base connected to integrations like Google Drive, Notion, JIRA and..","['cloud', 'typescript']",knowledge-and-memory,https://github.com/ragieai/ragie-mcp-server,https://github.com/ragieai/ragie-mcp-server,MIT,2025-02-28 00:23:00,2025-06-10 01:31:46,2025-05-20 12:43:08,33.0,,16.0,3.0,4.0,,,77.0,2025-05-20 12:49:02,1.0.0,1.0,,,3.0,10,True,2.0,,,,
224,lamemind/mcp-server-multiverse,lamemind/mcp-server-multiverse,A middleware server that enables multiple isolated instances of the same MCP servers to coexist independently with..,"['local', 'typescript']",developer-tools,https://github.com/lamemind/mcp-server-multiverse,https://github.com/lamemind/mcp-server-multiverse,MIT,2025-01-29 15:22:06,2025-06-04 21:32:11,2025-06-04 21:31:42,58.0,,13.0,4.0,4.0,2.0,4.0,72.0,2025-05-29 06:19:18,1.1.4,1.0,,,,10,True,3.0,,,,
225,mzxrai/mcp-openai,mzxrai/mcp-openai,Chat with OpenAIs smartest models.,"['cloud', 'typescript']",other-tools-and-integrations,https://github.com/mzxrai/mcp-openai,https://github.com/mzxrai/mcp-openai,MIT,2024-12-06 16:41:47,2024-12-06 18:15:23,2024-12-06 18:13:56,8.0,,22.0,3.0,5.0,2.0,,68.0,2024-12-06 18:15:23,0.1.1,2.0,2.0,2.0,,10,True,3.0,,,,
226,yuna0x0/anilist-mcp,yuna0x0/anilist-mcp,A MCP server integrating AniList API for anime and manga information.,"['cloud', 'typescript']",art-and-culture,https://github.com/yuna0x0/anilist-mcp,https://github.com/yuna0x0/anilist-mcp,MIT,2025-03-20 16:00:06,2025-09-29 12:44:09,2025-09-29 12:34:07,52.0,25.0,8.0,1.0,3.0,1.0,2.0,55.0,2025-09-29 12:38:32,1.3.7,26.0,1.0,1.0,2.0,10,True,2.0,42.0,6.0,,
227,zcaceres/fetch-mcp,zcaceres/fetch-mcp,"An MCP server to flexibly fetch JSON, text, and HTML data.","['local', 'typescript']",developer-tools,https://github.com/zcaceres/fetch-mcp,https://github.com/zcaceres/fetch-mcp,MIT,2024-12-18 01:05:17,2025-09-02 16:29:10,2025-09-02 16:29:10,15.0,4.0,96.0,2.0,6.0,6.0,10.0,611.0,,,,,,5.0,9,True,3.0,,,,
228,automation-ai-labs/mcp-link,automation-ai-labs/mcp-link,Seamlessly Integrate Any API with AI Agents (with OpenAPI Schema).,"['go', 'local']",developer-tools,https://github.com/automation-ai-labs/mcp-link,https://github.com/automation-ai-labs/mcp-link,MIT,2025-03-29 06:30:31,2025-04-03 15:48:57,2025-04-03 15:48:53,7.0,,64.0,6.0,4.0,6.0,3.0,550.0,,,,,,,9,True,3.0,,,,
229,abhiemj/manim-mcp-server,abhiemj/manim-mcp-server,A local MCP server that generates animations using Manim.,"['linux', 'local', 'python', 'windows']",art-and-culture,https://github.com/abhiemj/manim-mcp-server,https://github.com/abhiemj/manim-mcp-server,MIT,2025-03-31 05:17:21,2025-05-19 17:12:31,2025-05-19 17:12:31,11.0,,50.0,3.0,7.0,2.0,,478.0,,,,,,,9,True,3.0,,,,
230,mem0ai/mem0-mcp,mem0ai/mem0-mcp,"A Model Context Protocol server for Mem0 that helps manage coding preferences and patterns, providing tools for..","['local', 'python']",knowledge-and-memory,https://github.com/mem0ai/mem0-mcp,https://github.com/mem0ai/mem0-mcp,,2025-02-18 08:35:49,2025-09-15 21:25:01,2025-09-15 21:25:01,27.0,7.0,91.0,4.0,13.0,4.0,,472.0,,,,,,4.0,9,True,2.0,,,,
231,tevonsb/homeassistant-mcp,tevonsb/homeassistant-mcp,"Access Home Assistant data and control devices (lights, switches, thermostats, etc).","['local', 'typescript']",other-tools-and-integrations,https://github.com/tevonsb/homeassistant-mcp,https://github.com/tevonsb/homeassistant-mcp,Apache-2.0,2024-12-12 06:30:27,2025-02-01 04:56:35,2025-02-01 04:56:35,59.0,,35.0,11.0,5.0,13.0,1.0,435.0,,,,,,3.0,9,True,3.0,,,,
232,r-huijts/xcode-mcp-server,r-huijts/xcode-mcp-server,"Xcode integration for project management, file operations, and build automation.","['local', 'macos', 'typescript']",developer-tools,https://github.com/r-huijts/xcode-mcp-server,https://github.com/r-huijts/xcode-mcp-server,MIT,2025-01-16 12:15:47,2025-08-26 08:43:02,2025-08-26 08:43:02,72.0,1.0,20.0,4.0,7.0,,5.0,318.0,,,,,,3.0,9,True,3.0,,,,
233,adhikasp/mcp-git-ingest,adhikasp/mcp-git-ingest,Read and analyze GitHub repositories with your LLM.,"['local', 'python']",version-control,https://github.com/adhikasp/mcp-git-ingest,https://github.com/adhikasp/mcp-git-ingest,MIT,2024-12-15 06:36:38,2025-01-26 10:32:13,2025-01-26 10:32:13,13.0,,37.0,3.0,6.0,7.0,,280.0,,,,,,3.0,9,True,3.0,,,,
234,zueai/mcp-manager,zueai/mcp-manager,Simple Web UI to install and manage MCP servers for Claude Desktop App.,"['cloud', 'typescript']",other-tools-and-integrations,https://github.com/zueai/mcp-manager,https://github.com/zueai/mcp-manager,MIT,2024-12-08 10:14:09,2024-12-21 17:55:18,2024-12-21 17:55:16,76.0,,39.0,5.0,5.0,2.0,,264.0,,,,,,2.0,9,True,3.0,,,,
235,jae-jae/g-search-mcp,jae-jae/g-search-mcp,A powerful MCP server for Google search that enables parallel searching with multiple keywords simultaneously.,"['local', 'typescript']",search-data-extraction,https://github.com/jae-jae/g-search-mcp,https://github.com/jae-jae/g-search-mcp,MIT,2025-03-26 07:41:30,2025-06-14 15:46:10,2025-06-14 15:46:00,16.0,,22.0,4.0,3.0,2.0,3.0,210.0,,,,,,,9,True,3.0,,,,
236,isaacphi/mcp-gdrive,isaacphi/mcp-gdrive,Model Context Protocol (MCP) Server for reading from Google Drive and editing Google Sheets.,"['cloud', 'typescript']",file-systems,https://github.com/isaacphi/mcp-gdrive,https://github.com/isaacphi/mcp-gdrive,MIT,2024-12-13 23:49:36,2025-05-07 14:03:09,2025-05-07 14:03:09,11.0,,72.0,2.0,9.0,7.0,3.0,209.0,,,,5.0,5.0,3.0,9,True,3.0,,,,
237,kagisearch/kagimcp,kagisearch/kagimcp,Official Kagi Search MCP Server.,"['cloud', 'typescript']",search-data-extraction,https://github.com/kagisearch/kagimcp,https://github.com/kagisearch/kagimcp,MIT,2024-12-13 02:41:16,2025-07-28 14:55:10,2025-07-28 14:55:10,30.0,1.0,21.0,9.0,6.0,1.0,6.0,198.0,,,,,,4.0,9,True,3.0,,,,
238,YuChenSSR/mindmap-mcp-server,YuChenSSR/mindmap-mcp-server,A Model Context Protocol (MCP) server for generating a beautiful interactive mindmap.,"['local', 'python']",developer-tools,https://github.com/YuChenSSR/mindmap-mcp-server,https://github.com/YuChenSSR/mindmap-mcp-server,MIT,2025-03-19 12:05:58,2025-05-20 12:49:06,2025-05-20 12:48:52,27.0,,20.0,1.0,3.0,2.0,3.0,197.0,,,,3.0,3.0,,9,True,3.0,,,,
239,BurtTheCoder/mcp-maigret,BurtTheCoder/mcp-maigret,"MCP server for maigret, a powerful OSINT tool that collects user account information from various public sources. This..","['cloud', 'typescript', 'windows']",security,https://github.com/BurtTheCoder/mcp-maigret,https://github.com/BurtTheCoder/mcp-maigret,MIT,2024-12-13 05:10:16,2025-03-03 06:58:15,2025-03-03 06:58:14,34.0,,28.0,1.0,6.0,2.0,,191.0,,,,1.0,1.0,5.0,9,True,3.0,,,,
240,biegehydra/BifrostMCP,biegehydra/BifrostMCP,Connect to VSCode ide and use semantic tools like find_usages.,['typescript'],developer-tools,https://github.com/biegehydra/BifrostMCP,https://github.com/biegehydra/BifrostMCP,AGPL-3.0,2025-03-06 06:12:23,2025-07-15 00:36:56,2025-07-15 00:36:56,66.0,3.0,31.0,3.0,7.0,8.0,11.0,175.0,,,,,,5.0,9,True,3.0,,,,
