,name,github_id,description,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,github_release_downloads,monthly_downloads,trending,new_addition
131,Coding-Solo/godot-mcp,Coding-Solo/godot-mcp,"A MCP server for interacting with the Godot game engine, providing tools for editing, running, debugging, and managing..","['local', 'typescript']",gaming,https://github.com/Coding-Solo/godot-mcp,https://github.com/Coding-Solo/godot-mcp,MIT,2025-02-26 21:58:45,2025-08-09 21:19:34,2025-08-09 21:19:34,44,10.0,82,10.0,16.0,13.0,12.0,755,,,,,,4.0,12,True,3,,,,
132,ClickHouse/mcp-clickhouse,ClickHouse/mcp-clickhouse,ClickHouse database integration with schema inspection and query capabilities.,"['cloud', 'python']",databases,https://github.com/ClickHouse/mcp-clickhouse,https://github.com/ClickHouse/mcp-clickhouse,Apache-2.0,2024-12-25 14:15:46,2025-08-01 18:44:56,2025-08-01 18:44:56,53,11.0,91,6.0,52.0,14.0,12.0,494,,,,,,16.0,12,True,3,,,,
133,ferrislucas/iterm-mcp,ferrislucas/iterm-mcp,A Model Context Protocol server that provides access to iTerm. You can run commands and ask questions about what you..,[],command-line,https://github.com/ferrislucas/iterm-mcp,https://github.com/ferrislucas/iterm-mcp,MIT,2025-01-09 04:49:23,2025-08-10 21:20:44,2025-08-10 20:55:10,77,1.0,41,2.0,17.0,4.0,7.0,421,2025-04-17 03:31:43,1.2.5,11.0,1.0,1.0,6.0,12,True,3,,,,
134,neondatabase-labs/mcp-server-neon,neondatabase-labs/mcp-server-neon,An MCP Server for creating and managing Postgres databases using Neon Serverless Postgres.,"['cloud', 'typescript']",databases,https://github.com/neondatabase-labs/mcp-server-neon,https://github.com/neondatabase-labs/mcp-server-neon,MIT,2024-11-29 19:08:55,2025-08-13 16:25:27,2025-08-13 16:10:00,125,38.0,64,5.0,86.0,7.0,14.0,414,,,,,,12.0,12,True,3,,,,
135,xing5/mcp-google-sheets,xing5/mcp-google-sheets,"A Model Context Protocol server for interacting with Google Sheets. This server provides tools to create, read,..","['cloud', 'python']",databases,https://github.com/xing5/mcp-google-sheets,https://github.com/xing5/mcp-google-sheets,MIT,2025-03-22 01:01:45,2025-07-18 00:56:14,2025-07-18 00:50:34,14,5.0,85,4.0,12.0,6.0,16.0,344,2025-07-18 00:56:14,0.4.1,5.0,,,4.0,12,True,3,,,,
136,runekaagaard/mcp-alchemy,runekaagaard/mcp-alchemy,"Universal SQLAlchemy-based database integration supporting PostgreSQL, MySQL, MariaDB, SQLite, Oracle, MS SQL Server..","['local', 'python']",databases,https://github.com/runekaagaard/mcp-alchemy,https://github.com/runekaagaard/mcp-alchemy,MPL-2.0,2024-12-26 14:09:30,2025-08-15 07:18:27,2025-08-15 07:18:25,119,14.0,50,6.0,12.0,,16.0,291,,,,,,6.0,12,True,3,,,,
137,ttommyth/interactive-mcp,ttommyth/interactive-mcp,Enables interactive LLM workflows by adding local user prompts and chat capabilities directly into the MCP loop.,"['linux', 'local', 'macos', 'typescript', 'windows']",other-tools-and-integrations,https://github.com/ttommyth/interactive-mcp,https://github.com/ttommyth/interactive-mcp,MIT,2025-04-25 13:38:04,2025-06-16 14:29:21,2025-06-12 02:34:26,45,6.0,25,1.0,5.0,5.0,9.0,286,2025-06-16 14:29:24,1.10.1,15.0,1.0,1.0,4.0,12,True,2,,,,
138,chigwell/telegram-mcp,chigwell/telegram-mcp,"Telegram API integration for accessing user data, managing dialogs (chats, channels, groups), retrieving messages,..","['local', 'python']",communication,https://github.com/chigwell/telegram-mcp,https://github.com/chigwell/telegram-mcp,Apache-2.0,2025-03-20 14:06:35,2025-08-06 18:39:07,2025-08-06 18:39:07,65,6.0,89,4.0,11.0,7.0,2.0,284,2025-08-06 16:54:56,2.0.3,4.0,,,3.0,12,True,2,,,,
139,mzxrai/mcp-webresearch,mzxrai/mcp-webresearch,Search Google and do deep web research on any topic.,[],search-data-extraction,https://github.com/mzxrai/mcp-webresearch,https://github.com/mzxrai/mcp-webresearch,MIT,2024-12-06 04:28:52,2024-12-18 03:38:30,2024-12-18 03:38:25,35,,51,2.0,7.0,,,275,2024-12-15 22:32:43,0.1.6,3.0,5.0,5.0,,12,True,2,,,,
140,FreePeak/db-mcp-server,FreePeak/db-mcp-server,"A high-performance multi-database MCP server built with Golang, supporting MySQL & PostgreSQL (NoSQL coming soon)...","['go', 'local']",databases,https://github.com/FreePeak/db-mcp-server,https://github.com/FreePeak/db-mcp-server,MIT,2025-03-17 20:40:28,2025-05-09 00:19:04,2025-05-08 17:59:36,152,,30,2.0,16.0,8.0,10.0,266,2025-05-09 00:19:57,1.8.0,16.0,,,3.0,12,True,3,,,,
141,ferdousbhai/investor-agent,ferdousbhai/investor-agent,Yahoo Finance integration to fetch stock market data including options recommendations.,"['cloud', 'python']",finance-and-fintech,https://github.com/ferdousbhai/investor-agent,https://github.com/ferdousbhai/investor-agent,MIT,2025-02-21 06:20:12,2025-07-22 12:39:24,2025-07-22 05:28:50,37,19.0,29,4.0,3.0,,4.0,238,,,,,,5.0,12,True,2,,,,
142,Aas-ee/open-webSearch,Aas-ee/open-webSearch,"Web search using free multi-engine search (NO API KEYS REQUIRED) Supports Bing, Baidu, DuckDuckGo, Brave, Exa, and CSDN.","['cloud', 'python', 'typescript']",search-data-extraction,https://github.com/Aas-ee/open-webSearch,https://github.com/Aas-ee/open-webSearch,Apache-2.0,2025-06-20 12:09:49,2025-08-15 15:51:51,2025-08-15 15:51:51,80,79.0,40,2.0,4.0,3.0,2.0,234,2025-08-04 05:59:07,1.1.4.2,2.0,,,3.0,12,True,2,,,,
143,XGenerationLab/xiyan_mcp_server,XGenerationLab/xiyan_mcp_server,"An MCP server that supports fetching data from a database using natural language queries, powered by XiyanSQL as the..","['cloud', 'typescript']",databases,https://github.com/XGenerationLab/xiyan_mcp_server,https://github.com/XGenerationLab/xiyan_mcp_server,Apache-2.0,2025-03-13 07:39:00,2025-07-08 06:12:31,2025-07-08 06:12:31,55,2.0,36,8.0,4.0,9.0,4.0,194,2025-05-07 11:06:19,0.1.5,6.0,,,5.0,12,True,3,23.0,4.0,,
144,apify/mcp-server-rag-web-browser,apify/mcp-server-rag-web-browser,"An MCP server for Apifys open-source RAG Web Browser Actor to perform web searches, scrape URLs, and return content in..","['cloud', 'typescript']",search-data-extraction,https://github.com/apify/mcp-server-rag-web-browser,https://github.com/apify/mcp-server-rag-web-browser,Apache-2.0,2024-12-06 14:57:51,2025-03-17 10:16:31,2025-03-17 10:16:21,39,,21,4.0,16.0,4.0,1.0,178,2025-03-17 10:16:31,0.1.3,4.0,,,3.0,12,True,2,,,,
145,alexei-led/aws-mcp-server,alexei-led/aws-mcp-server,"A lightweight but powerful server that enables AI assistants to execute AWS CLI commands, use Unix pipes, and apply..","['cloud', 'python']",cloud-platforms,https://github.com/alexei-led/aws-mcp-server,https://github.com/alexei-led/aws-mcp-server,MIT,2025-03-19 13:42:40,2025-04-10 19:06:06,2025-04-10 19:01:00,114,,23,3.0,9.0,5.0,4.0,157,2025-04-11 17:45:49,1.3.0,6.0,,,,12,True,3,,,,
146,sxhxliang/mcp-access-point,sxhxliang/mcp-access-point,Turn a web service into an MCP server in one click without making any code changes.,"['cloud', 'linux', 'local', 'macos', 'typescript', 'windows']",aggregators,https://github.com/sxhxliang/mcp-access-point,https://github.com/sxhxliang/mcp-access-point,MIT,2025-04-06 15:35:00,2025-08-10 05:02:20,2025-08-10 05:02:03,63,19.0,20,3.0,3.0,,8.0,109,2025-07-05 09:22:10,0.1.3,6.0,,,3.0,12,True,3,,,,
147,tinyfish-io/agentql-mcp,tinyfish-io/agentql-mcp,MCP server that provides AgentQLs data extraction capabilities.,"['cloud', 'official', 'typescript']",search-data-extraction,https://github.com/tinyfish-io/agentql-mcp,https://github.com/tinyfish-io/agentql-mcp,MIT,2024-12-21 01:12:55,2025-07-22 20:21:15,2025-07-22 20:21:13,56,6.0,20,9.0,27.0,1.0,,101,2025-03-13 00:38:37,1.0.0,1.0,3.0,3.0,5.0,12,True,2,,,,
148,pydantic/logfire-mcp,pydantic/logfire-mcp,Provides access to OpenTelemetry traces and metrics through Logfire.,"['cloud', 'official', 'python']",monitoring,https://github.com/pydantic/logfire-mcp,https://github.com/pydantic/logfire-mcp,MIT,2025-03-06 12:26:11,2025-08-08 17:38:31,2025-08-08 17:23:42,46,26.0,18,4.0,28.0,4.0,7.0,99,2025-08-08 17:24:37,0.5.1,13.0,,,9.0,12,True,3,,,,
149,lamemind/mcp-server-multiverse,lamemind/mcp-server-multiverse,A middleware server that enables multiple isolated instances of the same MCP servers to coexist independently with..,"['local', 'typescript']",developer-tools,https://github.com/lamemind/mcp-server-multiverse,https://github.com/lamemind/mcp-server-multiverse,MIT,2025-01-29 15:22:06,2025-06-04 21:32:11,2025-06-04 21:31:42,58,13.0,13,4.0,3.0,2.0,4.0,71,2025-05-29 06:19:18,1.1.4,1.0,,,,12,True,2,,,,
150,aashari/mcp-server-atlassian-bitbucket,aashari/mcp-server-atlassian-bitbucket,"Atlassian Bitbucket Cloud integration. Enables AI systems to interact with repositories, pull requests, workspaces,..","['cloud', 'typescript']",developer-tools,https://github.com/aashari/mcp-server-atlassian-bitbucket,https://github.com/aashari/mcp-server-atlassian-bitbucket,,2025-03-24 12:18:56,2025-08-15 09:35:53,2025-08-15 09:34:40,568,62.0,21,2.0,71.0,5.0,15.0,62,2025-08-07 09:18:03,1.43.4,100.0,1.0,1.0,6.0,12,True,2,,,,
151,portainer/portainer-mcp,portainer/portainer-mcp,"A powerful MCP server that enables AI assistants to seamlessly interact with Portainer instances, providing natural..","['cloud', 'go', 'local']",cloud-platforms,https://github.com/portainer/portainer-mcp,https://github.com/portainer/portainer-mcp,Zlib,2025-03-09 21:00:17,2025-06-30 14:08:38,2025-06-30 14:08:09,106,5.0,12,3.0,30.0,4.0,3.0,57,2025-06-30 14:09:39,0.6.0,7.0,,,3.0,12,True,3,1112.0,278.0,,
152,anaisbetts/mcp-installer,anaisbetts/mcp-installer,An MCP server that installs other MCP servers for you.,"['local', 'python']",other-tools-and-integrations,https://github.com/anaisbetts/mcp-installer,https://github.com/anaisbetts/mcp-installer,MIT,2024-11-26 18:01:53,2024-11-26 20:05:09,2024-11-26 20:05:09,12,,175,12.0,10.0,9.0,3.0,1369,,,,,,,11,True,2,,,,
153,rohitg00/kubectl-mcp-server,rohitg00/kubectl-mcp-server,"A Model Context Protocol (MCP) server for Kubernetes that enables AI assistants like Claude, Cursor, and others to..","['cloud', 'local', 'python']",cloud-platforms,https://github.com/rohitg00/kubectl-mcp-server,https://github.com/rohitg00/kubectl-mcp-server,MIT,2025-03-23 17:49:07,2025-07-14 22:37:55,2025-07-14 22:37:55,29,15.0,122,9.0,10.0,8.0,10.0,690,,,,,,6.0,11,True,3,,,,
154,anaisbetts/mcp-youtube,anaisbetts/mcp-youtube,Fetch YouTube subtitles.,"['cloud', 'typescript']",other-tools-and-integrations,https://github.com/anaisbetts/mcp-youtube,https://github.com/anaisbetts/mcp-youtube,MIT,2024-11-19 18:41:07,2025-03-20 17:21:01,2025-03-20 17:17:38,14,,47,5.0,8.0,4.0,3.0,425,2025-03-20 17:21:01,0.6.0,1.0,,,,11,True,2,,,,
155,MarkusPfundstein/mcp-gsuite,MarkusPfundstein/mcp-gsuite,Integration with gmail and Google Calendar.,"['cloud', 'python']",workplace-and-productivity,https://github.com/MarkusPfundstein/mcp-gsuite,https://github.com/MarkusPfundstein/mcp-gsuite,MIT,2024-11-30 22:32:38,2025-04-14 10:41:50,2025-04-14 10:41:50,67,,84,6.0,19.0,16.0,8.0,416,,,,3.0,3.0,6.0,11,True,3,,,,
156,nickclyde/duckduckgo-mcp-server,nickclyde/duckduckgo-mcp-server,Web search using DuckDuckGo.,"['cloud', 'python']",search-data-extraction,https://github.com/nickclyde/duckduckgo-mcp-server,https://github.com/nickclyde/duckduckgo-mcp-server,MIT,2025-02-22 21:19:19,2025-03-11 22:59:22,2025-03-11 22:59:22,13,,77,3.0,9.0,10.0,,394,,,,10.0,10.0,5.0,11,True,2,,,,
157,nwiizo/tfmcp,nwiizo/tfmcp,"A Terraform MCP server allowing AI assistants to manage and operate Terraform environments, enabling reading..","['local', 'rust']",cloud-platforms,https://github.com/nwiizo/tfmcp,https://github.com/nwiizo/tfmcp,MIT,2025-03-08 14:10:29,2025-06-14 02:38:30,2025-06-14 02:38:17,44,25.0,20,7.0,3.0,,4.0,335,2025-06-14 02:38:59,0.1.5,1.0,,,2.0,11,True,3,,,,
158,mcpdotdirect/evm-mcp-server,mcpdotdirect/evm-mcp-server,"Comprehensive blockchain services for 30+ EVM networks, supporting native tokens, ERC20, NFTs, smart contracts,..","['cloud', 'typescript']",finance-and-fintech,https://github.com/mcpdotdirect/evm-mcp-server,https://github.com/mcpdotdirect/evm-mcp-server,MIT,2025-03-08 23:00:04,2025-07-29 17:38:14,2025-07-29 17:38:13,33,3.0,64,1.0,11.0,4.0,2.0,303,2025-05-23 16:54:55,1.2.0,4.0,1.0,1.0,7.0,11,True,2,,,,
159,kimtaeyoon83/mcp-server-youtube-transcript,kimtaeyoon83/mcp-server-youtube-transcript,Fetch YouTube subtitles and transcripts for AI analysis.,"['cloud', 'typescript']",browser-automation,https://github.com/kimtaeyoon83/mcp-server-youtube-transcript,https://github.com/kimtaeyoon83/mcp-server-youtube-transcript,MIT,2024-11-29 04:53:05,2025-08-08 04:32:12,2025-05-09 07:15:45,20,,49,3.0,8.0,7.0,3.0,290,,,,4.0,4.0,6.0,11,True,3,,,,
160,openbnb-org/mcp-server-airbnb,openbnb-org/mcp-server-airbnb,Provides tools to search Airbnb and get listing details.,"['cloud', 'typescript']",travel-and-transportation,https://github.com/openbnb-org/mcp-server-airbnb,https://github.com/openbnb-org/mcp-server-airbnb,MIT,2025-03-10 00:20:50,2025-07-18 03:57:21,2025-07-18 02:38:30,16,5.0,67,1.0,4.0,4.0,9.0,261,2025-07-18 03:57:21,0.1.3,1.0,,,3.0,11,True,1,108.0,108.0,,
161,cyberchitta/llm-context.py,cyberchitta/llm-context.py,Share code context with LLMs via MCP or clipboard.,"['local', 'python']",file-systems,https://github.com/cyberchitta/llm-context.py,https://github.com/cyberchitta/llm-context.py,Apache-2.0,2024-04-20 15:51:14,2025-08-06 18:11:41,2025-08-06 18:11:36,555,82.0,19,7.0,11.0,2.0,2.0,256,,,,,,2.0,11,True,3,,,,
162,InditexTech/mcp-server-simulator-ios-idb,InditexTech/mcp-server-simulator-ios-idb,"A Model Context Protocol (MCP) server that enables LLMs to interact with iOS simulators (iPhone, iPad, etc.) through..","['local', 'macos', 'typescript']",developer-tools,https://github.com/InditexTech/mcp-server-simulator-ios-idb,https://github.com/InditexTech/mcp-server-simulator-ios-idb,Apache-2.0,2025-03-18 11:11:28,2025-04-25 08:31:47,2025-04-25 08:31:47,37,,18,3.0,11.0,1.0,4.0,223,2025-04-02 14:17:03,1.0.1,2.0,,,6.0,11,True,3,,,,
163,admica/FileScopeMCP,admica/FileScopeMCP,Analyzes your codebase identifying important files based on dependency relationships. Generates diagrams and..,"['python', 'rust', 'typescript']",developer-tools,https://github.com/admica/FileScopeMCP,https://github.com/admica/FileScopeMCP,GPL-3.0,2025-03-27 19:35:07,2025-07-14 05:46:08,2025-07-14 05:46:07,91,11.0,20,1.0,4.0,6.0,3.0,209,2025-06-11 16:58:24,2.8.0,4.0,,,4.0,11,True,3,,,,
164,hyperb1iss/droidmind,hyperb1iss/droidmind,"Control Android devices with AI through MCP, enabling device control, debugging, system analysis, and UI automation..","['local', 'python']",developer-tools,https://github.com/hyperb1iss/droidmind,https://github.com/hyperb1iss/droidmind,Apache-2.0,2025-03-02 10:46:15,2025-05-16 20:36:01,2025-05-16 20:33:53,82,,22,3.0,3.0,3.0,6.0,204,2025-05-16 20:36:13,0.3.1,1.0,,,,11,True,3,,,,
165,robotmcp/ros-mcp-server,robotmcp/ros-mcp-server,The ROS MCP Server supports robot control by converting user-issued natural language commands into ROS or ROS2 control..,"['linux', 'local', 'macos', 'python', 'windows']",developer-tools,https://github.com/robotmcp/ros-mcp-server,https://github.com/robotmcp/ros-mcp-server,Apache-2.0,2025-04-11 05:40:09,2025-08-15 06:21:59,2025-08-15 06:21:53,95,50.0,36,8.0,12.0,4.0,1.0,175,,,,,,3.0,11,True,3,,,,True
166,chaindead/telegram-mcp,chaindead/telegram-mcp,"Telegram API integration for accessing user data, managing dialogs (chats, channels, groups), retrieving messages, and..","['go', 'local']",communication,https://github.com/chaindead/telegram-mcp,https://github.com/chaindead/telegram-mcp,MIT,2025-04-01 14:43:04,2025-04-29 23:43:17,2025-04-29 23:43:17,65,,18,4.0,4.0,4.0,1.0,172,2025-04-17 21:50:14,0.1.22,22.0,,,2.0,11,True,3,1206.0,301.0,,
167,fatwang2/search1api-mcp,fatwang2/search1api-mcp,Search via search1api (requires paid API key).,"['cloud', 'typescript']",search-data-extraction,https://github.com/fatwang2/search1api-mcp,https://github.com/fatwang2/search1api-mcp,MIT,2024-11-26 09:03:56,2025-04-06 05:45:22,2025-04-06 05:45:22,65,,31,3.0,6.0,1.0,4.0,148,2025-03-28 13:48:36,0.1.8,5.0,2.0,2.0,2.0,11,True,2,,,,
168,ktanaka101/mcp-server-duckdb,ktanaka101/mcp-server-duckdb,DuckDB database integration with schema inspection and query capabilities.,"['local', 'python']",databases,https://github.com/ktanaka101/mcp-server-duckdb,https://github.com/ktanaka101/mcp-server-duckdb,MIT,2024-11-30 14:25:37,2025-05-05 11:02:57,2025-05-05 10:54:44,53,,15,5.0,20.0,2.0,7.0,147,2025-05-05 11:00:02,1.1.0,9.0,1.0,1.0,4.0,11,True,3,,,,
169,tumf/mcp-text-editor,tumf/mcp-text-editor,A line-oriented text file editor. Optimized for LLM tools with efficient partial file access to minimize token usage.,"['local', 'python']",developer-tools,https://github.com/tumf/mcp-text-editor,https://github.com/tumf/mcp-text-editor,MIT,2024-12-11 10:12:28,2025-05-04 13:37:20,2025-05-04 13:37:20,210,,21,1.0,8.0,2.0,4.0,146,2024-12-22 15:31:21,1.0.2,2.0,,,9.0,11,True,3,,,,
170,pyroprompts/any-chat-completions-mcp,pyroprompts/any-chat-completions-mcp,"Chat with any other OpenAI SDK Compatible Chat Completions API, like Perplexity, Groq, xAI and more.",[],other-tools-and-integrations,https://github.com/pyroprompts/any-chat-completions-mcp,https://github.com/pyroprompts/any-chat-completions-mcp,MIT,2024-12-02 03:40:01,2025-05-01 02:39:27,2025-05-01 02:39:22,16,,21,,5.0,3.0,,140,2025-05-01 02:33:53,0.1.1,2.0,,,4.0,11,True,2,,,,
171,tumf/mcp-shell-server,tumf/mcp-shell-server,A secure shell command execution server implementing the Model Context Protocol (MCP).,[],command-line,https://github.com/tumf/mcp-shell-server,https://github.com/tumf/mcp-shell-server,MIT,2024-12-10 13:09:04,2025-08-12 03:23:21,2025-08-12 03:23:21,154,2.0,38,3.0,10.0,1.0,1.0,129,2024-12-23 00:21:09,1.0.3,2.0,,,7.0,11,True,3,,,,
172,silenceper/mcp-k8s,silenceper/mcp-k8s,MCP-K8S is an AI-driven Kubernetes resource management tool that allows users to operate any resources in Kubernetes..,"['cloud', 'go', 'local']",cloud-platforms,https://github.com/silenceper/mcp-k8s,https://github.com/silenceper/mcp-k8s,Apache-2.0,2025-04-03 08:56:13,2025-08-15 02:05:48,2025-08-15 02:05:40,56,6.0,24,1.0,18.0,,2.0,121,2025-05-08 11:48:55,1.0.5,6.0,1.0,1.0,5.0,11,True,3,282.0,70.0,,
173,mikechao/brave-search-mcp,mikechao/brave-search-mcp,"Web, Image, News, Video, and Local Point of Interest search capabilities using Braves Search API.","['cloud', 'typescript']",search-data-extraction,https://github.com/mikechao/brave-search-mcp,https://github.com/mikechao/brave-search-mcp,GPL-3.0,2025-04-02 19:15:47,2025-07-29 21:58:37,2025-07-29 21:58:37,165,34.0,15,2.0,4.0,,,73,2025-07-02 21:45:47,0.8.0,6.0,1.0,1.0,3.0,11,True,2,62.0,15.0,,
174,aliyun/alibaba-cloud-ops-mcp-server,aliyun/alibaba-cloud-ops-mcp-server,"A MCP server that enables AI assistants to operation resources on Alibaba Cloud, supporting ECS, Cloud Monitor, OOS..","['cloud', 'official', 'python']",cloud-platforms,https://github.com/aliyun/alibaba-cloud-ops-mcp-server,https://github.com/aliyun/alibaba-cloud-ops-mcp-server,Apache-2.0,2025-04-17 06:17:10,2025-08-07 06:44:31,2025-08-07 06:44:31,81,41.0,16,3.0,47.0,,2.0,69,2025-06-25 12:15:40,0.9.1,4.0,1.0,1.0,4.0,11,True,3,,,,
175,alchemyplatform/alchemy-mcp-server,alchemyplatform/alchemy-mcp-server,Allow AI agents to interact with Alchemys blockchain APIs.,"['cloud', 'official', 'typescript']",finance-and-fintech,https://github.com/alchemyplatform/alchemy-mcp-server,https://github.com/alchemyplatform/alchemy-mcp-server,MIT,2025-03-27 17:08:08,2025-08-08 16:54:13,2025-08-07 20:03:44,70,29.0,14,3.0,16.0,,1.0,63,2025-04-22 16:01:41,0.1.5,7.0,,,4.0,11,True,2,,,,
176,jae-jae/fetcher-mcp,jae-jae/fetcher-mcp,"MCP server for fetching web page content using Playwright headless browser, supporting Javascript rendering and..","['local', 'typescript']",search-data-extraction,https://github.com/jae-jae/fetcher-mcp,https://github.com/jae-jae/fetcher-mcp,MIT,2025-03-19 10:54:49,2025-06-26 07:18:38,2025-06-26 07:18:30,82,5.0,59,6.0,5.0,1.0,9.0,820,,,,,,3.0,10,True,2,,,,
177,bgauryy/octocode-mcp,bgauryy/octocode-mcp,"AI-powered developer assistant that enables advanced research, analysis and discovery across GitHub and NPM realms in..","['cloud', 'linux', 'macos', 'typescript', 'windows']",developer-tools,https://github.com/bgauryy/octocode-mcp,https://github.com/bgauryy/octocode-mcp,MIT,2025-06-05 13:56:40,2025-08-16 20:12:02,2025-08-16 20:12:00,167,167.0,24,1.0,101.0,,2.0,386,,,,,,2.0,10,True,3,,,2.0,
178,r-huijts/xcode-mcp-server,r-huijts/xcode-mcp-server,"Xcode integration for project management, file operations, and build automation.","['local', 'macos', 'typescript']",developer-tools,https://github.com/r-huijts/xcode-mcp-server,https://github.com/r-huijts/xcode-mcp-server,MIT,2025-01-16 12:15:47,2025-06-10 13:47:02,2025-06-10 13:47:02,70,10.0,20,4.0,7.0,,4.0,309,,,,,,2.0,10,True,3,,,,
179,InditexTech/mcp-teams-server,InditexTech/mcp-teams-server,"MCP server that integrates Microsoft Teams messaging (read, post, mention, list members and threads).","['cloud', 'python']",communication,https://github.com/InditexTech/mcp-teams-server,https://github.com/InditexTech/mcp-teams-server,Apache-2.0,2025-03-18 13:03:30,2025-08-04 19:36:35,2025-07-21 10:14:08,123,10.0,20,2.0,57.0,,2.0,299,2025-07-21 10:15:27,1.0.6,7.0,,,2.0,10,True,3,,,,
180,CheMiguel23/MemoryMesh,CheMiguel23/MemoryMesh,Enhanced graph-based memory with a focus on AI role-play and story generation.,"['local', 'typescript']",knowledge-and-memory,https://github.com/CheMiguel23/MemoryMesh,https://github.com/CheMiguel23/MemoryMesh,MIT,2024-12-06 00:50:19,2025-01-29 00:18:55,2025-01-29 00:18:55,90,,39,4.0,27.0,3.0,3.0,290,,,,,,3.0,10,True,2,,,,
181,TencentEdgeOne/edgeone-pages-mcp,TencentEdgeOne/edgeone-pages-mcp,An MCP service for deploying HTML content to EdgeOne Pages and obtaining a publicly accessible URL.,"['cloud', 'typescript']",developer-tools,https://github.com/TencentEdgeOne/edgeone-pages-mcp,https://github.com/TencentEdgeOne/edgeone-pages-mcp,MIT,2025-03-25 02:28:36,2025-08-11 07:18:09,2025-08-11 07:18:04,16,6.0,28,3.0,4.0,4.0,8.0,258,,,,3.0,3.0,,10,True,3,,,,
182,mamertofabian/mcp-everything-search,mamertofabian/mcp-everything-search,Fast Windows file search using Everything SDK.,"['local', 'python', 'windows']",file-systems,https://github.com/mamertofabian/mcp-everything-search,https://github.com/mamertofabian/mcp-everything-search,MIT,2024-12-14 14:46:46,2025-01-07 23:13:29,2025-01-07 23:13:29,26,,23,4.0,12.0,8.0,1.0,235,2024-12-19 07:45:10,0.2.1,2.0,,,2.0,10,True,3,75.0,9.0,,
183,open-strategy-partners/osp_marketing_tools,open-strategy-partners/osp_marketing_tools,"A suite of marketing tools from Open Strategy Partners including writing style, editing codes, and product marketing..","['local', 'python']",marketing,https://github.com/open-strategy-partners/osp_marketing_tools,https://github.com/open-strategy-partners/osp_marketing_tools,CC-BY-SA-4.0,2025-01-16 14:43:32,2025-04-23 11:40:18,2025-04-23 11:40:17,81,,32,3.0,5.0,1.0,,215,,,,,,5.0,10,True,3,,,,
184,burningion/video-editing-mcp,burningion/video-editing-mcp,"Add, Analyze, Search, and Generate Video Edits from your Video Jungle Collection.",['python'],art-and-culture,https://github.com/burningion/video-editing-mcp,https://github.com/burningion/video-editing-mcp,,2024-12-03 17:02:20,2025-08-15 17:36:16,2025-08-15 17:36:12,174,21.0,26,1.0,6.0,2.0,,202,,,,,,3.0,10,True,2,,,,
185,biegehydra/BifrostMCP,biegehydra/BifrostMCP,Connect to VSCode ide and use semantic tools like find_usages.,['typescript'],developer-tools,https://github.com/biegehydra/BifrostMCP,https://github.com/biegehydra/BifrostMCP,AGPL-3.0,2025-03-06 06:12:23,2025-07-15 00:36:56,2025-07-15 00:36:56,66,14.0,30,3.0,6.0,6.0,11.0,165,,,,,,5.0,10,True,3,,,,
186,alexei-led/k8s-mcp-server,alexei-led/k8s-mcp-server,"A lightweight yet robust server that empowers AI assistants to securely execute Kubernetes CLI commands (kubectl,..",['python'],cloud-platforms,https://github.com/alexei-led/k8s-mcp-server,https://github.com/alexei-led/k8s-mcp-server,MIT,2025-03-27 16:14:32,2025-04-29 08:56:16,2025-04-29 08:55:12,97,,30,2.0,4.0,2.0,1.0,161,2025-04-16 12:21:46,1.2.0,3.0,,,,10,True,3,,,,
187,kagisearch/kagimcp,kagisearch/kagimcp,Official Kagi Search MCP Server.,"['cloud', 'typescript']",search-data-extraction,https://github.com/kagisearch/kagimcp,https://github.com/kagisearch/kagimcp,MIT,2024-12-13 02:41:16,2025-07-28 14:55:10,2025-07-28 14:55:10,30,3.0,19,9.0,6.0,,6.0,159,,,,,,4.0,10,True,2,,,,
188,lostintangent/gistpad-mcp,lostintangent/gistpad-mcp,"Use GitHub Gists to manage and access your personal knowledge, daily notes, and reusable prompts. This acts as a..","['local', 'typescript']",knowledge-and-memory,https://github.com/lostintangent/gistpad-mcp,https://github.com/lostintangent/gistpad-mcp,MIT,2025-03-12 18:02:16,2025-07-07 17:51:10,2025-07-07 17:51:06,57,19.0,21,2.0,8.0,1.0,19.0,151,,,,,,3.0,10,True,2,,,,
189,andybrandt/mcp-simple-arxiv,andybrandt/mcp-simple-arxiv,MCP for LLM to search and read papers from arXiv.,"['cloud', 'python']",search-data-extraction,https://github.com/andybrandt/mcp-simple-arxiv,https://github.com/andybrandt/mcp-simple-arxiv,MIT,2024-12-07 07:52:32,2025-07-16 12:46:45,2025-07-16 12:46:43,24,5.0,16,1.0,4.0,1.0,,135,,,,26.0,26.0,5.0,10,True,2,,,,
