,name,github_id,description,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,github_release_downloads,monthly_downloads,trending,new_addition
58,chrishayuk/mcp-cli,chrishayuk/mcp-cli,Yet another CLI tool for testing MCP servers.,"['local', 'python']",other-tools-and-integrations,https://github.com/chrishayuk/mcp-cli,https://github.com/chrishayuk/mcp-cli,,2024-11-30 00:06:19,2025-08-24 09:06:56,2025-08-13 10:47:16,291,66.0,276,24.0,92.0,20.0,51.0,1629,,,,,,16.0,16,True,2,,,,
59,line/line-bot-mcp-server,line/line-bot-mcp-server,MCP Server for Integrating LINE Official Account.,"['cloud', 'typescript']",communication,https://github.com/line/line-bot-mcp-server,https://github.com/line/line-bot-mcp-server,Apache-2.0,2025-04-04 09:15:05,2025-08-24 08:52:51,2025-08-24 08:52:02,195,124.0,69,8.0,204.0,11.0,15.0,444,2025-08-05 10:31:47,0.3.1,4.0,,,11.0,16,True,2,,,,
60,Tiberriver256/mcp-server-azure-devops,Tiberriver256/mcp-server-azure-devops,"Azure DevOps integration for repository management, work items, and pipelines.","['cloud', 'typescript']",version-control,https://github.com/Tiberriver256/mcp-server-azure-devops,https://github.com/Tiberriver256/mcp-server-azure-devops,MIT,2025-02-28 00:05:42,2025-07-22 12:54:18,2025-07-15 21:43:31,174,14.0,82,7.0,132.0,16.0,46.0,288,2025-07-15 21:43:41,mcp-server-azure-devops-v0.1.42,39.0,,,12.0,16,True,2,,,,
61,gitkraken/gk-cli,gitkraken/gk-cli,"A CLI for interacting with GitKraken APIs. Includes an MCP server via gk mcp that not only wraps GitKraken APIs, but..","['cloud', 'go', 'linux', 'local', 'macos', 'official', 'windows']",developer-tools,https://github.com/gitkraken/gk-cli,https://github.com/gitkraken/gk-cli,,2023-02-23 16:23:01,2025-07-31 16:52:18,2025-06-26 06:44:35,46,1.0,187,17.0,40.0,6.0,54.0,267,2025-07-31 16:52:18,3.1.9,51.0,,,6.0,16,True,1,163098.0,5824.0,,
62,gannonh/firebase-mcp,gannonh/firebase-mcp,"Firebase services including Auth, Firestore and Storage.",['cloud'],databases,https://github.com/gannonh/firebase-mcp,https://github.com/gannonh/firebase-mcp,MIT,2025-03-08 21:00:09,2025-08-18 14:23:54,2025-05-26 13:02:19,201,,37,3.0,100.0,2.0,29.0,202,2025-05-10 16:20:39,1.4.9,8.0,4.0,4.0,4.0,16,True,2,,,,
63,pab1it0/prometheus-mcp-server,pab1it0/prometheus-mcp-server,"Query and analyze Prometheus, open-source monitoring system.","['cloud', 'python']",databases,https://github.com/pab1it0/prometheus-mcp-server,https://github.com/pab1it0/prometheus-mcp-server,MIT,2025-03-19 16:36:09,2025-08-24 15:07:56,2025-08-24 15:07:56,82,52.0,40,4.0,31.0,2.0,16.0,189,2025-08-22 09:50:37,1.2.0,10.0,,,7.0,16,True,2,70.0,23.0,,
64,weibaohui/kom,weibaohui/kom,Provides MCP multi-cluster Kubernetes management and operations. It can be integrated as an SDK into your own project..,"['cloud', 'go', 'local']",cloud-platforms,https://github.com/weibaohui/kom,https://github.com/weibaohui/kom,MIT,2024-10-21 12:24:05,2025-08-24 14:01:18,2025-08-17 08:34:40,962,77.0,26,4.0,52.0,3.0,1.0,126,2025-08-17 08:28:49,0.2.57,100.0,8.0,8.0,3.0,16,True,2,,,,
65,8b-is/smart-tree,8b-is/smart-tree,"AI-native directory visualization with semantic analysis, ultra-compressed formats for AI consumption, and 10x token..","['linux', 'local', 'macos', 'rust', 'windows']",file-systems,https://github.com/8b-is/smart-tree,https://github.com/8b-is/smart-tree,MIT,2025-06-19 05:50:03,2025-08-19 18:04:18,2025-08-19 17:35:31,312,312.0,12,3.0,13.0,,1.0,116,2025-08-15 12:27:40,4.8.8,19.0,,,6.0,16,True,2,489.0,244.0,,
66,janreges/ai-distiller,janreges/ai-distiller,"Extracts essential code structure from large codebases into AI-digestible format, helping AI agents write code that..","['go', 'local']",developer-tools,https://github.com/janreges/ai-distiller,https://github.com/janreges/ai-distiller,MIT,2025-06-13 17:02:27,2025-08-03 19:16:37,2025-08-03 19:16:20,268,268.0,10,1.0,,4.0,3.0,85,2025-06-21 09:36:09,1.3.1,3.0,,,,16,True,1,721.0,360.0,,
67,idosal/git-mcp,idosal/git-mcp,gitmcp.io is a generic remote MCP server to connect to ANY GitHub repository or project for documentation.,"['cloud', 'typescript']",developer-tools,https://github.com/idosal/git-mcp,https://github.com/idosal/git-mcp,Apache-2.0,2025-03-29 00:44:19,2025-08-22 00:18:22,2025-08-22 00:18:22,272,6.0,424,22.0,139.0,28.0,21.0,5671,,,,,,13.0,15,True,2,,,,
68,browserbase/mcp-server-browserbase,browserbase/mcp-server-browserbase,"Automate browser interactions in the cloud (e.g. web navigation, data extraction, form filling, and more).","['official', 'typescript']",browser-automation,https://github.com/browserbase/mcp-server-browserbase,https://github.com/browserbase/mcp-server-browserbase,Apache-2.0,2024-12-05 19:20:40,2025-08-22 02:48:57,2025-08-20 16:55:34,160,12.0,263,17.0,83.0,7.0,19.0,2491,,,,,,12.0,15,True,2,,,,
69,exa-labs/exa-mcp-server,exa-labs/exa-mcp-server,A Model Context Protocol (MCP) server lets AI assistants like Claude use the Exa AI Search API for web searches. This..,"['cloud', 'official', 'typescript']",search-data-extraction,https://github.com/exa-labs/exa-mcp-server,https://github.com/exa-labs/exa-mcp-server,MIT,2024-11-27 23:38:35,2025-08-22 00:43:52,2025-07-29 21:47:21,88,30.0,179,15.0,29.0,17.0,7.0,2146,,,,4.0,4.0,8.0,15,True,1,,,,
70,ezyang/codemcp,ezyang/codemcp,"Coding agent with basic read, write and command line tools.","['local', 'python']",coding-agents,https://github.com/ezyang/codemcp,https://github.com/ezyang/codemcp,Apache-2.0,2025-03-09 03:58:34,2025-06-04 01:38:34,2025-06-04 01:37:30,1088,5.0,128,13.0,247.0,38.0,27.0,1535,2025-04-20 07:50:01,0.6.0,1.0,,,9.0,15,True,2,,,,
71,brightdata/brightdata-mcp,brightdata/brightdata-mcp,"Discover, extract, and interact with the web - one interface powering automated access across the public internet.","['cloud', 'typescript']",search-data-extraction,https://github.com/brightdata/brightdata-mcp,https://github.com/brightdata/brightdata-mcp,MIT,2025-04-15 10:55:56,2025-08-19 13:36:27,2025-08-19 13:36:27,163,73.0,150,8.0,35.0,5.0,17.0,1131,,,,,,12.0,15,True,1,,,2.0,
72,qdrant/mcp-server-qdrant,qdrant/mcp-server-qdrant,A Qdrant MCP server.,"['local', 'python']",databases,https://github.com/qdrant/mcp-server-qdrant,https://github.com/qdrant/mcp-server-qdrant,Apache-2.0,2024-12-02 12:07:39,2025-08-19 11:45:01,2025-08-19 11:45:01,71,8.0,127,12.0,58.0,14.0,9.0,872,2025-06-27 10:35:20,0.8.0,5.0,5.0,5.0,7.0,15,True,2,,,,
73,designcomputer/mysql_mcp_server,designcomputer/mysql_mcp_server,"MySQL database integration with configurable access controls, schema inspection, and comprehensive security guidelines.","['local', 'python']",databases,https://github.com/designcomputer/mysql_mcp_server,https://github.com/designcomputer/mysql_mcp_server,MIT,2024-12-03 20:53:52,2025-06-05 11:05:28,2025-06-05 11:05:27,69,6.0,180,6.0,22.0,37.0,13.0,805,2025-04-18 20:29:02,0.2.2,6.0,,,7.0,15,True,2,,,,
74,semgrep/mcp,semgrep/mcp,Allow AI agents to scan code for security vulnerabilites using Semgrep.,"['cloud', 'typescript']",security,https://github.com/semgrep/mcp,https://github.com/semgrep/mcp,MIT,2025-03-17 20:08:14,2025-08-22 22:58:18,2025-08-22 22:58:17,316,153.0,45,11.0,120.0,14.0,14.0,492,2025-06-24 15:38:18,0.4.0,1.0,,,16.0,15,True,2,,,,
75,vivekVells/mcp-pandoc,vivekVells/mcp-pandoc,"MCP server for seamless document format conversion using Pandoc, supporting Markdown, HTML, PDF, DOCX (.docx), csv and..",[],developer-tools,https://github.com/vivekVells/mcp-pandoc,https://github.com/vivekVells/mcp-pandoc,MIT,2024-12-08 18:42:49,2025-08-24 17:56:32,2025-08-24 17:56:31,72,27.0,47,3.0,14.0,2.0,12.0,373,2025-08-24 17:37:32,0.8.0,4.0,,,8.0,15,True,2,,,,
76,genomoncology/biomcp,genomoncology/biomcp,"Biomedical research MCP server providing access to PubMed, ClinicalTrials.gov, and MyVariant.info.","['cloud', 'python']",bio,https://github.com/genomoncology/biomcp,https://github.com/genomoncology/biomcp,MIT,2025-04-01 21:44:02,2025-08-23 14:22:00,2025-08-23 14:16:19,100,37.0,37,4.0,50.0,,17.0,267,2025-08-23 14:17:12,0.6.8,32.0,5.0,5.0,7.0,15,True,1,,,,
77,SDGLBL/mcp-claude-code,SDGLBL/mcp-claude-code,"An implementation of Claude Code capabilities using MCP, enabling AI code understanding, modification, and project..","['local', 'python']",developer-tools,https://github.com/SDGLBL/mcp-claude-code,https://github.com/SDGLBL/mcp-claude-code,MIT,2025-03-18 10:55:31,2025-08-22 03:00:23,2025-08-22 03:00:23,289,23.0,24,1.0,6.0,,16.0,248,2025-06-06 16:25:45,0.4.0,36.0,,,4.0,15,True,2,154.0,30.0,-1.0,
78,mbailey/voicemode,mbailey/voicemode,"Complete voice interaction server supporting speech-to-text, text-to-speech, and real-time voice conversations through..","['local', 'python']",text-to-speech,https://github.com/mbailey/voicemode,https://github.com/mbailey/voicemode,,2025-06-08 16:16:19,2025-08-24 19:27:16,2025-08-24 19:26:32,682,682.0,27,3.0,28.0,3.0,17.0,231,2025-08-24 18:47:13,2.32.0,75.0,,,10.0,15,True,1,,,,
79,redis/mcp-redis,redis/mcp-redis,The Redis official MCP Server offers an interface to manage and search data in Redis.,"['local', 'python']",databases,https://github.com/redis/mcp-redis,https://github.com/redis/mcp-redis,MIT,2025-04-02 08:42:13,2025-08-20 06:45:42,2025-08-20 06:45:41,147,74.0,53,5.0,38.0,4.0,8.0,218,2025-07-08 10:06:52,0.2.0,2.0,,,16.0,15,True,2,,,,
80,ihor-sokoliuk/mcp-searxng,ihor-sokoliuk/mcp-searxng,A Model Context Protocol Server for SearXNG.,"['cloud', 'local', 'typescript']",search-data-extraction,https://github.com/ihor-sokoliuk/mcp-searxng,https://github.com/ihor-sokoliuk/mcp-searxng,MIT,2024-12-23 02:00:51,2025-08-24 21:24:03,2025-08-24 21:16:42,92,22.0,34,1.0,8.0,2.0,8.0,182,2025-08-24 19:44:03,0.6.1,10.0,3.0,3.0,9.0,15,True,1,,,,
81,confluentinc/mcp-confluent,confluentinc/mcp-confluent,Confluent integration to interact with Confluent Kafka and Confluent Cloud REST APIs.,"['cloud', 'python']",databases,https://github.com/confluentinc/mcp-confluent,https://github.com/confluentinc/mcp-confluent,MIT,2025-01-16 20:07:31,2025-08-24 04:17:06,2025-07-09 16:28:04,42,11.0,25,85.0,53.0,4.0,5.0,91,2025-07-09 16:29:30,1.0.6,5.0,1.0,1.0,9.0,15,True,2,,,,
82,stippi/code-assistant,stippi/code-assistant,"Coding agent with basic list, read, replace_in_file, write, execute_command and web search tools. Supports multiple..","['local', 'rust']",coding-agents,https://github.com/stippi/code-assistant,https://github.com/stippi/code-assistant,MIT,2024-11-03 17:21:41,2025-08-24 23:31:25,2025-08-24 23:30:56,639,140.0,14,2.0,46.0,1.0,7.0,90,2025-07-29 15:47:57,0.1.13,10.0,,,7.0,15,True,2,143.0,23.0,,
83,lharries/whatsapp-mcp,lharries/whatsapp-mcp,"An MCP server for searching your personal WhatsApp messages, contacts and sending messages to individuals or groups.","['go', 'python']",communication,https://github.com/lharries/whatsapp-mcp,https://github.com/lharries/whatsapp-mcp,MIT,2025-03-29 12:49:33,2025-07-13 17:22:00,2025-07-13 17:22:00,27,1.0,684,40.0,44.0,43.0,18.0,4733,2025-04-06 16:56:27,0.0.1,1.0,,,4.0,14,True,2,,,,
84,Jpisnice/shadcn-ui-mcp-server,Jpisnice/shadcn-ui-mcp-server,"MCP server that gives AI assistants seamless access to shadcn/ui v4 components, blocks, demos, and metadata.","['local', 'typescript']",developer-tools,https://github.com/Jpisnice/shadcn-ui-mcp-server,https://github.com/Jpisnice/shadcn-ui-mcp-server,MIT,2025-04-07 13:10:12,2025-08-22 16:18:07,2025-08-22 16:17:57,70,49.0,212,18.0,11.0,5.0,11.0,1978,,,1.0,,,5.0,14,True,2,,,,
85,MarkusPfundstein/mcp-obsidian,MarkusPfundstein/mcp-obsidian,Interacting with Obsidian via REST API.,"['cloud', 'local', 'python']",other-tools-and-integrations,https://github.com/MarkusPfundstein/mcp-obsidian,https://github.com/MarkusPfundstein/mcp-obsidian,MIT,2024-11-29 11:07:12,2025-06-28 09:04:04,2025-06-28 09:04:04,55,10.0,221,12.0,28.0,36.0,10.0,1798,,,,1.0,1.0,16.0,14,True,2,,,,
86,blazickjp/arxiv-mcp-server,blazickjp/arxiv-mcp-server,Search ArXiv research papers.,"['cloud', 'python']",search-data-extraction,https://github.com/blazickjp/arxiv-mcp-server,https://github.com/blazickjp/arxiv-mcp-server,Apache-2.0,2024-11-29 16:34:00,2025-08-19 04:04:10,2025-08-19 04:04:10,77,9.0,100,3.0,16.0,20.0,6.0,1613,,,,11.0,11.0,9.0,14,True,2,,,,
87,isaacphi/mcp-language-server,isaacphi/mcp-language-server,MCP Language Server helps MCP enabled clients navigate codebases more easily by giving them access to semantic tools..,"['go', 'local']",developer-tools,https://github.com/isaacphi/mcp-language-server,https://github.com/isaacphi/mcp-language-server,BSD-3-Clause,2024-12-30 20:43:23,2025-08-02 00:12:28,2025-06-03 18:29:15,104,1.0,59,9.0,35.0,18.0,18.0,997,2025-05-16 17:41:09,0.1.1,2.0,3.0,3.0,4.0,14,True,2,,,,
88,joshuayoes/ios-simulator-mcp,joshuayoes/ios-simulator-mcp,A Model Context Protocol (MCP) server for interacting with iOS simulators. This server allows you to interact with iOS..,"['local', 'macos', 'typescript']",developer-tools,https://github.com/joshuayoes/ios-simulator-mcp,https://github.com/joshuayoes/ios-simulator-mcp,MIT,2025-03-20 02:39:27,2025-08-16 17:56:10,2025-08-16 17:56:04,90,26.0,44,5.0,13.0,7.0,10.0,944,2025-08-16 17:13:05,1.4.2,10.0,1.0,1.0,7.0,14,True,2,,,,
89,jasonjmcghee/claude-debugs-for-you,jasonjmcghee/claude-debugs-for-you,An MCP Server and VS Code Extension which enables (language agnostic) automatic debugging via breakpoints and..,"['local', 'typescript']",developer-tools,https://github.com/jasonjmcghee/claude-debugs-for-you,https://github.com/jasonjmcghee/claude-debugs-for-you,MIT,2025-01-17 05:54:24,2025-08-12 02:35:03,2025-08-12 02:35:03,83,4.0,34,7.0,16.0,9.0,11.0,416,2025-05-22 16:22:11,0.1.1,8.0,,,4.0,14,True,2,130.0,18.0,,
90,evalstate/mcp-hfspace,evalstate/mcp-hfspace,"Use HuggingFace Spaces directly from Claude. Use Open Source Image Generation, Chat, Vision tasks and more. Supports..","['cloud', 'typescript']",other-tools-and-integrations,https://github.com/evalstate/mcp-hfspace,https://github.com/evalstate/mcp-hfspace,MIT,2024-12-03 17:39:34,2025-06-13 17:05:31,2025-06-13 17:05:31,155,5.0,53,5.0,13.0,7.0,6.0,350,2025-04-21 06:49:12,0.54,8.0,2.0,2.0,7.0,14,True,2,,,,
91,chroma-core/chroma-mcp,chroma-core/chroma-mcp,Chroma MCP server to access local and cloud Chroma instances for retrieval capabilities.,"['cloud', 'local', 'official', 'python']",databases,https://github.com/chroma-core/chroma-mcp,https://github.com/chroma-core/chroma-mcp,Apache-2.0,2025-02-11 00:23:22,2025-08-14 15:32:18,2025-08-14 15:31:51,55,3.0,52,4.0,30.0,6.0,11.0,309,2025-08-14 15:33:11,0.2.6,7.0,,,4.0,14,True,2,52.0,13.0,,
92,base/base-mcp,base/base-mcp,"Base Network integration for onchain tools, allowing interaction with Base Network and Coinbase API for wallet..","['cloud', 'official', 'typescript']",finance-and-fintech,https://github.com/base/base-mcp,https://github.com/base/base-mcp,MIT,2025-03-06 21:57:34,2025-06-17 13:47:28,2025-04-22 17:33:46,155,,89,7.0,82.0,5.0,4.0,275,2025-04-22 17:46:02,1.0.13,2.0,1.0,1.0,7.0,14,True,1,,,,
93,kiliczsh/mcp-mongo-server,kiliczsh/mcp-mongo-server,A Model Context Protocol Server for MongoDB.,"['local', 'typescript']",databases,https://github.com/kiliczsh/mcp-mongo-server,https://github.com/kiliczsh/mcp-mongo-server,MIT,2024-12-04 19:30:40,2025-05-27 05:53:29,2025-05-27 05:52:59,42,,46,4.0,12.0,,16.0,263,2025-04-26 19:16:56,1.3.0,10.0,3.0,3.0,7.0,14,True,2,,,,
94,blurrah/mcp-graphql,blurrah/mcp-graphql,Allows the AI to query GraphQL servers.,"['cloud', 'typescript']",other-tools-and-integrations,https://github.com/blurrah/mcp-graphql,https://github.com/blurrah/mcp-graphql,MIT,2024-12-21 14:05:45,2025-07-31 20:14:19,2025-07-31 20:14:17,80,7.0,40,3.0,16.0,4.0,11.0,258,2025-05-27 19:57:47,2.0.4,22.0,2.0,2.0,7.0,14,True,2,91.0,11.0,,
95,utensils/mcp-nixos,utensils/mcp-nixos,"MCP server providing accurate information about NixOS packages, system options, Home Manager configurations, and nix-..","['local', 'python']",developer-tools,https://github.com/utensils/mcp-nixos,https://github.com/utensils/mcp-nixos,MIT,2025-03-20 05:05:00,2025-08-16 22:36:28,2025-08-16 19:28:58,348,23.0,12,6.0,32.0,5.0,11.0,251,2025-08-03 09:15:15,1.0.1,2.0,,,5.0,14,True,2,,,,
96,pipeboard-co/meta-ads-mcp,pipeboard-co/meta-ads-mcp,"Meta Ads automation that just works. Trusted by 10,000+ businesses to analyze performance, test creatives, optimize..","['cloud', 'local', 'python']",marketing,https://github.com/pipeboard-co/meta-ads-mcp,https://github.com/pipeboard-co/meta-ads-mcp,,2025-04-11 20:53:47,2025-08-19 17:30:21,2025-08-19 17:30:04,259,131.0,61,7.0,6.0,3.0,12.0,228,2025-08-19 17:30:21,0.11.2,43.0,,,3.0,14,True,1,,,,
97,juehang/vscode-mcp-server,juehang/vscode-mcp-server,"A MCP Server that allows AI such as Claude to read from the directory structure in a VS Code workspace, see problems..","['local', 'typescript']",coding-agents,https://github.com/juehang/vscode-mcp-server,https://github.com/juehang/vscode-mcp-server,MIT,2025-04-21 20:46:42,2025-06-13 15:23:08,2025-06-13 15:23:02,49,9.0,38,5.0,2.0,1.0,6.0,210,2025-06-13 00:31:29,0.2.0,9.0,4.0,4.0,,14,True,3,,,-1.0,
98,cr7258/elasticsearch-mcp-server,cr7258/elasticsearch-mcp-server,MCP Server implementation that provides Elasticsearch interaction.,"['local', 'python']",databases,https://github.com/cr7258/elasticsearch-mcp-server,https://github.com/cr7258/elasticsearch-mcp-server,Apache-2.0,2025-01-09 04:20:03,2025-08-23 03:32:12,2025-08-23 03:32:09,112,24.0,38,2.0,29.0,6.0,5.0,194,2025-08-23 03:32:25,2.0.11,13.0,,,6.0,14,True,2,,,,
99,apify/mcp-server-rag-web-browser,apify/mcp-server-rag-web-browser,"An MCP server for Apifys open-source RAG Web Browser Actor to perform web searches, scrape URLs, and return content in..","['cloud', 'typescript']",search-data-extraction,https://github.com/apify/mcp-server-rag-web-browser,https://github.com/apify/mcp-server-rag-web-browser,Apache-2.0,2024-12-06 14:57:51,2025-08-21 08:25:16,2025-08-21 08:14:44,42,3.0,21,4.0,17.0,,5.0,179,2025-08-21 08:14:51,0.1.4,5.0,,,3.0,14,True,2,,,2.0,
100,isaacwasserman/mcp-snowflake-server,isaacwasserman/mcp-snowflake-server,Snowflake integration implementing read and (optional) write operations as well as insight tracking.,"['cloud', 'python']",databases,https://github.com/isaacwasserman/mcp-snowflake-server,https://github.com/isaacwasserman/mcp-snowflake-server,GPL-3.0,2024-12-13 20:30:59,2025-08-05 16:59:06,2025-08-05 16:59:06,84,17.0,64,4.0,20.0,7.0,10.0,160,2025-04-10 14:31:01,0.4.0,20.0,,,9.0,14,True,2,,,,
101,eyalzh/browser-control-mcp,eyalzh/browser-control-mcp,An MCP server paired with a browser extension that enables LLM clients to control the users browser (Firefox).,"['local', 'typescript']",browser-automation,https://github.com/eyalzh/browser-control-mcp,https://github.com/eyalzh/browser-control-mcp,MIT,2025-03-27 16:16:33,2025-08-17 09:24:40,2025-08-17 09:24:34,67,48.0,24,2.0,25.0,5.0,4.0,119,2025-07-29 09:09:43,1.5.1,6.0,,,2.0,14,True,2,685.0,685.0,,
102,gbrigandi/mcp-server-wazuh,gbrigandi/mcp-server-wazuh,"A Rust-based MCP server bridging Wazuh SIEM with AI assistants, providing real-time security alerts and event data for..","['linux', 'local', 'macos', 'rust', 'windows']",security,https://github.com/gbrigandi/mcp-server-wazuh,https://github.com/gbrigandi/mcp-server-wazuh,MIT,2025-05-07 18:14:55,2025-07-10 21:58:02,2025-07-10 21:56:37,35,17.0,28,9.0,,3.0,6.0,101,2025-07-10 21:58:09,0.2.4,7.0,,,,14,True,2,437.0,145.0,,
103,yangkyeongmo/mcp-server-apache-airflow,yangkyeongmo/mcp-server-apache-airflow,MCP server that connects to Apache Airflow using official client.,"['local', 'python']",developer-tools,https://github.com/yangkyeongmo/mcp-server-apache-airflow,https://github.com/yangkyeongmo/mcp-server-apache-airflow,MIT,2025-02-13 04:09:06,2025-08-21 10:22:56,2025-08-21 10:22:56,84,36.0,22,4.0,18.0,6.0,9.0,79,2025-08-14 04:44:46,0.2.7,5.0,,,7.0,14,True,2,,,,
104,VictoriaMetrics-Community/mcp-victoriametrics,VictoriaMetrics-Community/mcp-victoriametrics,"Provides comprehensive integration with your VictoriaMetrics instance APIs and documentation for monitoring,..","['go', 'local', 'official']",monitoring,https://github.com/VictoriaMetrics-Community/mcp-victoriametrics,https://github.com/VictoriaMetrics-Community/mcp-victoriametrics,Apache-2.0,2025-05-08 20:25:27,2025-08-19 14:24:03,2025-08-19 14:18:02,138,108.0,6,5.0,32.0,2.0,4.0,68,2025-08-19 14:24:03,1.7.0,18.0,,,6.0,14,True,2,272.0,90.0,,
105,zillow/auto-mobile,zillow/auto-mobile,Tool suite built around an MCP server for Android automation for developer workflow and testing.,"['linux', 'local', 'typescript']",developer-tools,https://github.com/zillow/auto-mobile,https://github.com/zillow/auto-mobile,Apache-2.0,2025-06-22 20:29:37,2025-08-05 03:19:33,2025-08-05 03:19:33,179,178.0,3,1.0,29.0,,,50,2025-07-22 03:07:57,0.0.5,5.0,,,8.0,14,True,2,107.0,53.0,,True
106,BrowserMCP/mcp,BrowserMCP/mcp,Automate your local Chrome browser.,"['local', 'typescript']",browser-automation,https://github.com/BrowserMCP/mcp,https://github.com/BrowserMCP/mcp,Apache-2.0,2025-03-28 02:01:22,2025-04-24 21:49:44,2025-04-24 21:49:35,6,,264,13.0,7.0,76.0,34.0,3851,,,,15.0,15.0,,13,True,2,,,,
107,21st-dev/magic-mcp,21st-dev/magic-mcp,Create crafted UI components inspired by the best 21st.dev design engineers.,[],developer-tools,https://github.com/21st-dev/magic-mcp,https://github.com/21st-dev/magic-mcp,,2025-02-19 13:17:50,2025-06-09 14:36:59,2025-06-09 14:36:35,71,5.0,229,18.0,9.0,11.0,9.0,3420,,,,13.0,13.0,6.0,13,True,2,,,,
108,Operative-Sh/web-eval-agent,Operative-Sh/web-eval-agent,An MCP Server that autonomously debugs web applications with browser-use browser agents.,"['local', 'macos', 'python']",browser-automation,https://github.com/Operative-Sh/web-eval-agent,https://github.com/Operative-Sh/web-eval-agent,Apache-2.0,2025-04-01 23:40:56,2025-08-19 13:23:17,2025-08-19 13:23:13,203,10.0,94,8.0,23.0,1.0,10.0,1156,,,,,,5.0,13,True,2,,,,
109,crystaldba/postgres-mcp,crystaldba/postgres-mcp,"All-in-one MCP server for Postgres development and operations, with tools for performance analysis, tuning, and health..","['local', 'python']",databases,https://github.com/crystaldba/postgres-mcp,https://github.com/crystaldba/postgres-mcp,MIT,2025-03-24 18:28:53,2025-05-16 14:44:39,2025-05-16 14:43:02,67,,106,7.0,76.0,15.0,5.0,985,2025-05-16 14:45:33,0.3.0,4.0,4.0,4.0,4.0,13,True,3,64.0,16.0,,
110,JetBrains/mcp-jetbrains,JetBrains/mcp-jetbrains,Connect to JetBrains IDE.,"['local', 'official', 'typescript']",developer-tools,https://github.com/JetBrains/mcp-jetbrains,https://github.com/JetBrains/mcp-jetbrains,Apache-2.0,2024-12-09 11:50:21,2025-08-18 09:34:56,2025-08-18 09:34:55,47,1.0,64,8.0,7.0,31.0,35.0,916,2025-07-01 10:07:28,dxt-v1.0.2,22.0,1.0,1.0,6.0,13,True,2,57.0,7.0,,
111,suekou/mcp-notion-server,suekou/mcp-notion-server,Interacting with Notion API.,"['local', 'typescript']",other-tools-and-integrations,https://github.com/suekou/mcp-notion-server,https://github.com/suekou/mcp-notion-server,MIT,2024-11-30 10:01:30,2025-05-14 01:03:59,2025-05-14 01:00:40,82,,136,7.0,34.0,10.0,15.0,812,2025-05-14 01:03:59,1.2.4,10.0,,,9.0,13,True,2,,,,
112,co-browser/browser-use-mcp-server,co-browser/browser-use-mcp-server,browser-use packaged as an MCP server with SSE transport. includes a dockerfile to run chromium in docker + a vnc..,['python'],browser-automation,https://github.com/co-browser/browser-use-mcp-server,https://github.com/co-browser/browser-use-mcp-server,MIT,2025-03-06 09:47:03,2025-07-10 09:57:23,2025-07-10 09:57:18,161,2.0,95,4.0,31.0,9.0,10.0,708,2025-04-15 23:37:23,1.0.3,4.0,,,7.0,13,True,2,74.0,18.0,,
113,datalayer/jupyter-mcp-server,datalayer/jupyter-mcp-server,Model Context Protocol (MCP) Server for Jupyter.,"['local', 'python']",data-science-tools,https://github.com/datalayer/jupyter-mcp-server,https://github.com/datalayer/jupyter-mcp-server,BSD-3-Clause,2025-02-12 06:41:35,2025-08-22 05:31:26,2025-08-22 05:31:25,108,59.0,97,12.0,34.0,10.0,10.0,618,,,,,,10.0,13,True,2,,,,
114,wong2/mcp-cli,wong2/mcp-cli,CLI tool for testing MCP servers.,"['local', 'typescript']",other-tools-and-integrations,https://github.com/wong2/mcp-cli,https://github.com/wong2/mcp-cli,GPL-3.0,2024-12-05 04:21:46,2025-08-13 08:30:34,2025-08-07 03:41:09,63,10.0,28,3.0,6.0,5.0,6.0,373,,,,36.0,36.0,4.0,13,True,2,,,,
115,graphlit/graphlit-mcp-server,graphlit/graphlit-mcp-server,"Ingest anything from Slack, Discord, websites, Google Drive, Linear or GitHub into a Graphlit project - and then..","['cloud', 'typescript']",knowledge-and-memory,https://github.com/graphlit/graphlit-mcp-server,https://github.com/graphlit/graphlit-mcp-server,MIT,2025-03-01 08:02:03,2025-08-08 19:41:56,2025-08-08 19:41:48,242,40.0,44,3.0,5.0,1.0,,348,,,,3.0,3.0,4.0,13,True,2,,,,
116,jtang613/GhidrAssistMCP,jtang613/GhidrAssistMCP,"A native Model Context Protocol server for Ghidra. Includes GUI configuration and logging, 31 powerful tools and no..","['java', 'local']",security,https://github.com/jtang613/GhidrAssistMCP,https://github.com/jtang613/GhidrAssistMCP,MIT,2025-07-09 00:59:13,2025-08-09 19:57:36,2025-08-09 19:56:54,10,10.0,14,,,,2.0,297,2025-08-09 19:58:29,0.5.0,5.0,,,,13,True,3,278.0,278.0,,
117,FreePeak/db-mcp-server,FreePeak/db-mcp-server,"A high-performance multi-database MCP server built with Golang, supporting MySQL & PostgreSQL (NoSQL coming soon)...","['go', 'local']",databases,https://github.com/FreePeak/db-mcp-server,https://github.com/FreePeak/db-mcp-server,MIT,2025-03-17 20:40:28,2025-08-19 07:56:15,2025-05-08 17:59:36,152,,30,2.0,17.0,9.0,10.0,275,2025-05-09 00:19:57,1.8.0,16.0,,,3.0,13,True,3,,,,
