,name,github_id,description,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,github_release_downloads,monthly_downloads,trending,updated_github_id
18,korotovsky/slack-mcp-server,korotovsky/slack-mcp-server,The most powerful MCP server for Slack Workspaces.,"['cloud', 'typescript']",communication,https://github.com/korotovsky/slack-mcp-server,https://github.com/korotovsky/slack-mcp-server,MIT,2025-04-12 11:31:34,2025-10-11 10:59:18,2025-10-11 10:55:02,255.0,111.0,111.0,3.0,57.0,9.0,47.0,781.0,2025-10-11 11:02:13,1.1.26,27.0,21.0,21.0,19.0,22,True,1.0,2122.0,353.0,,
19,weibaohui/k8m,weibaohui/k8m,"Provides MCP multi-cluster Kubernetes management and operations, featuring a management interface, logging, and nearly..","['cloud', 'go', 'local']",cloud-platforms,https://github.com/weibaohui/k8m,https://github.com/weibaohui/k8m,MIT,2024-10-11 01:39:31,2025-10-12 13:18:37,2025-10-12 13:18:05,3993.0,397.0,111.0,15.0,257.0,13.0,59.0,674.0,2025-10-12 08:55:03,0.0.168,100.0,,,15.0,22,True,1.0,1694.0,242.0,,
20,IvanMurzak/Unity-MCP,IvanMurzak/Unity-MCP,MCP Server for Unity Editor and for a game made with Unity.,"['csharp', 'linux', 'local', 'macos', 'windows']",gaming,https://github.com/IvanMurzak/Unity-MCP,https://github.com/IvanMurzak/Unity-MCP,Apache-2.0,2025-04-02 09:57:01,2025-10-12 00:27:16,2025-10-07 15:59:51,1296.0,557.0,47.0,11.0,121.0,34.0,119.0,451.0,2025-10-07 09:21:49,0.20.0,44.0,,,6.0,22,True,1.0,2826.0,471.0,,
21,wonderwhy-er/DesktopCommanderMCP,wonderwhy-er/DesktopCommanderMCP,A swiss-army-knife that can manage/execute programs and read/write/search/edit code and text files.,"['linux', 'local', 'macos', 'typescript', 'windows']",command-line,https://github.com/wonderwhy-er/DesktopCommanderMCP,https://github.com/wonderwhy-er/DesktopCommanderMCP,MIT,2024-12-04 08:26:08,2025-10-10 12:19:10,2025-10-08 08:32:42,388.0,84.0,509.0,41.0,130.0,59.0,53.0,4656.0,2025-10-06 11:59:33,0.2.17,22.0,,,20.0,21,True,2.0,,,,
22,mrexodia/ida-pro-mcp,mrexodia/ida-pro-mcp,"MCP server for IDA Pro, allowing you to perform binary analysis with AI assistants. This plugin implement..","['local', 'python']",security,https://github.com/mrexodia/ida-pro-mcp,https://github.com/mrexodia/ida-pro-mcp,MIT,2025-03-25 22:23:41,2025-10-10 11:35:00,2025-10-10 11:34:52,164.0,22.0,387.0,24.0,52.0,17.0,79.0,3856.0,2025-10-06 13:28:26,1.4.0,3.0,,,21.0,21,True,1.0,,,,
23,mobile-next/mobile-mcp,mobile-next/mobile-mcp,"MCP Server for Android/iOS application and device automation, development and app scraping...","['linux', 'local', 'macos', 'typescript']",developer-tools,https://github.com/mobile-next/mobile-mcp,https://github.com/mobile-next/mobile-mcp,Apache-2.0,2025-03-28 16:21:06,2025-10-10 12:01:30,2025-10-08 16:16:21,207.0,56.0,206.0,21.0,92.0,27.0,74.0,2207.0,2025-10-08 08:33:19,0.0.32,22.0,2.0,2.0,17.0,21,True,1.0,,,,
24,supabase-community/supabase-mcp,supabase-community/supabase-mcp,Official Supabase MCP server to connect AI assistants directly with your Supabase project and allows them to perform..,"['cloud', 'official', 'typescript']",databases,https://github.com/supabase-community/supabase-mcp,https://github.com/supabase-community/supabase-mcp,Apache-2.0,2024-12-20 23:52:42,2025-10-07 18:42:50,2025-10-07 18:42:50,307.0,59.0,244.0,25.0,89.0,49.0,23.0,2177.0,2025-10-07 18:10:23,0.5.6,23.0,,,8.0,21,True,1.0,,,,
25,metatool-ai/metamcp,metatool-ai/metamcp,MetaMCP is the one unified middleware MCP server that manages your MCP connections with GUI.,"['cloud', 'linux', 'local', 'macos', 'typescript', 'windows']",aggregators,https://github.com/metatool-ai/metamcp,https://github.com/metatool-ai/metamcp,MIT,2025-01-22 11:58:52,2025-10-07 00:51:10,2025-10-07 00:49:37,708.0,248.0,205.0,15.0,72.0,27.0,90.0,1461.0,2025-09-23 14:05:32,2.4.15,29.0,,,10.0,21,True,1.0,,,,
26,julien040/anyquery,julien040/anyquery,"Query more than 40 apps with one binary using SQL. It can also connect to your PostgreSQL, MySQL, or SQLite compatible..","['cloud', 'go', 'local']",aggregators,https://github.com/julien040/anyquery,https://github.com/julien040/anyquery,,2024-04-06 17:17:25,2025-10-02 19:20:00,2025-10-02 19:17:17,392.0,26.0,82.0,9.0,14.0,6.0,26.0,1363.0,2025-10-02 19:20:00,0.4.4,13.0,45.0,45.0,9.0,21,True,1.0,10269.0,733.0,,
27,Canner/wren-engine,Canner/wren-engine,The Semantic Engine for Model Context Protocol(MCP) Clients and AI Agents.,"['local', 'python', 'rust']",databases,https://github.com/Canner/wren-engine,https://github.com/Canner/wren-engine,Apache-2.0,2022-05-09 07:07:45,2025-10-06 18:37:46,2025-10-03 09:45:31,1143.0,92.0,131.0,13.0,1051.0,38.0,255.0,472.0,2025-09-24 03:07:02,0.21.0,80.0,,,22.0,21,True,1.0,118.0,4.0,,
28,sooperset/mcp-atlassian,sooperset/mcp-atlassian,"MCP server for Atlassian products (Confluence and Jira). Supports Confluence Cloud, Jira Cloud, and Jira Server/Data..","['cloud', 'python']",support-and-service-management,https://github.com/sooperset/mcp-atlassian,https://github.com/sooperset/mcp-atlassian,MIT,2024-12-03 09:25:20,2025-06-30 11:32:08,2025-06-30 11:31:36,325.0,,636.0,14.0,363.0,103.0,179.0,3282.0,2025-06-29 14:00:36,0.11.9,49.0,4.0,4.0,48.0,20,True,1.0,,,,
29,containers/kubernetes-mcp-server,containers/kubernetes-mcp-server,A - powerful Kubernetes MCP server with additional support for OpenShift. Besides providing CRUD operations for any..,"['go', 'local']",cloud-platforms,https://github.com/containers/kubernetes-mcp-server,https://github.com/containers/kubernetes-mcp-server,Apache-2.0,2025-02-11 02:57:36,2025-10-10 14:00:50,2025-10-10 13:07:37,367.0,134.0,130.0,7.0,303.0,23.0,45.0,665.0,2025-10-10 14:00:50,0.0.53,53.0,,,19.0,20,True,2.0,3227.0,403.0,,
30,eat-pray-ai/yutu,eat-pray-ai/yutu,A fully functional MCP server and CLI for YouTube to automate YouTube operation.,"['go', 'linux', 'local', 'macos', 'windows']",browser-automation,https://github.com/eat-pray-ai/yutu,https://github.com/eat-pray-ai/yutu,Apache-2.0,2023-05-20 09:46:22,2025-10-10 14:55:12,2025-10-10 14:55:07,398.0,60.0,23.0,4.0,82.0,1.0,4.0,311.0,2025-10-06 13:56:15,0.10.3,20.0,3.0,3.0,4.0,20,True,1.0,7822.0,411.0,,
31,LaurieWired/GhidraMCP,LaurieWired/GhidraMCP,A Model Context Protocol server for Ghidra that enables LLMs to autonomously reverse engineer applications. Provides..,"['java', 'local']",security,https://github.com/LaurieWired/GhidraMCP,https://github.com/LaurieWired/GhidraMCP,Apache-2.0,2025-03-23 05:36:55,2025-06-23 04:18:18,2025-06-23 04:09:41,61.0,,460.0,59.0,33.0,29.0,29.0,6249.0,2025-06-23 04:18:18,1.4,5.0,,,10.0,19,True,1.0,15282.0,2183.0,,
32,antvis/mcp-server-chart,antvis/mcp-server-chart,A Model Context Protocol server for generating visual charts using AntV.,"['cloud', 'official', 'typescript']",customer-data-platforms,https://github.com/antvis/mcp-server-chart,https://github.com/antvis/mcp-server-chart,MIT,2025-04-25 09:10:06,2025-10-11 01:31:13,2025-10-11 01:31:13,80.0,21.0,278.0,19.0,86.0,20.0,102.0,2968.0,2025-09-19 06:03:26,0.9.0,15.0,6.0,6.0,17.0,19,True,1.0,,,,
33,apecloud/ApeRAG,apecloud/ApeRAG,"Production-ready RAG platform combining Graph RAG, vector search, and full-text search. Best choice for building your..","['cloud', 'local', 'python']",knowledge-and-memory,https://github.com/apecloud/ApeRAG,https://github.com/apecloud/ApeRAG,Apache-2.0,2023-06-20 12:18:12,2025-10-10 10:17:07,2025-10-10 10:17:05,2142.0,186.0,82.0,10.0,995.0,46.0,345.0,851.0,2025-03-27 07:52:01,0.5.0-alpha.14,100.0,,,18.0,19,True,1.0,,,-1.0,
34,robotmcp/ros-mcp-server,robotmcp/ros-mcp-server,The ROS MCP Server supports robot control by converting user-issued natural language commands into ROS or ROS2 control..,"['linux', 'local', 'macos', 'python', 'windows']",developer-tools,https://github.com/robotmcp/ros-mcp-server,https://github.com/robotmcp/ros-mcp-server,Apache-2.0,2025-04-11 05:40:09,2025-10-12 08:13:45,2025-10-09 05:07:39,257.0,210.0,113.0,17.0,121.0,14.0,32.0,745.0,2025-10-09 04:29:33,2.1.6,7.0,,,11.0,19,True,1.0,3.0,3.0,2.0,
35,neo4j-contrib/mcp-neo4j,neo4j-contrib/mcp-neo4j,"Model Context Protocol with Neo4j (Run queries, Knowledge Graph Memory, Manaage Neo4j Aura Instances).","['local', 'python']",databases,https://github.com/neo4j-contrib/mcp-neo4j,https://github.com/neo4j-contrib/mcp-neo4j,MIT,2024-12-03 15:44:25,2025-10-11 08:29:53,2025-10-02 12:30:16,277.0,81.0,190.0,8.0,144.0,14.0,46.0,742.0,2025-09-30 18:21:13,mcp-neo4j-data-modeling-v0.5.1,31.0,,,14.0,19,True,1.0,676.0,67.0,,
36,mcpjungle/MCPJungle,mcpjungle/MCPJungle,Self-hosted MCP Server registry for enterprise AI Agents.,"['go', 'local']",aggregators,https://github.com/mcpjungle/MCPJungle,https://github.com/mcpjungle/MCPJungle,MPL-2.0,2025-05-15 12:31:06,2025-10-08 09:11:37,2025-10-08 08:33:33,198.0,73.0,76.0,7.0,59.0,32.0,34.0,596.0,2025-10-08 08:51:44,0.2.15,31.0,,,11.0,19,True,2.0,1092.0,218.0,,
37,apify/apify-mcp-server,apify/apify-mcp-server,"Use 3,000+ pre-built cloud tools, known as Actors, to extract data from websites, e-commerce, social media, search..","['cloud', 'typescript']",other-tools-and-integrations,https://github.com/apify/apify-mcp-server,https://github.com/apify/apify-mcp-server,MIT,2025-01-02 15:43:09,2025-10-10 07:29:42,2025-10-10 05:43:15,358.0,139.0,56.0,7.0,205.0,19.0,85.0,453.0,2025-10-10 05:44:01,0.4.27,79.0,2.0,2.0,12.0,19,True,1.0,656.0,72.0,,
38,dbt-labs/dbt-mcp,dbt-labs/dbt-mcp,"Official MCP server for dbt (data build tool) providing integration with dbt Core/Cloud CLI, project metadata..","['cloud', 'local', 'official', 'python']",data-platforms,https://github.com/dbt-labs/dbt-mcp,https://github.com/dbt-labs/dbt-mcp,Apache-2.0,2025-03-12 20:13:12,2025-10-10 21:11:23,2025-10-10 21:11:21,308.0,135.0,78.0,13.0,338.0,15.0,48.0,393.0,2025-10-08 20:12:53,0.10.3,39.0,2.0,2.0,25.0,19,True,1.0,,,,
39,domdomegg/airtable-mcp-server,domdomegg/airtable-mcp-server,"Airtable database integration with schema inspection, read and write capabilities.","['local', 'typescript']",databases,https://github.com/domdomegg/airtable-mcp-server,https://github.com/domdomegg/airtable-mcp-server,MIT,2024-12-12 17:16:40,2025-09-29 12:39:11,2025-09-29 12:39:05,76.0,34.0,100.0,6.0,32.0,5.0,17.0,314.0,2025-09-29 12:43:12,1.8.0,4.0,5.0,5.0,6.0,19,True,1.0,1672.0,1672.0,,
40,ahujasid/blender-mcp,ahujasid/blender-mcp,MCP server for working with Blender.,['python'],art-and-culture,https://github.com/ahujasid/blender-mcp,https://github.com/ahujasid/blender-mcp,MIT,2025-03-07 09:58:58,2025-08-21 19:43:17,2025-08-21 19:43:16,124.0,12.0,1285.0,125.0,53.0,17.0,71.0,13799.0,,,,,,15.0,18,True,1.0,,,,
41,bram2w/baserow,bram2w/baserow,"Baserow database integration with table search, list, and row create, read, update, and delete capabilities.",[],databases,https://github.com/bram2w/baserow,https://github.com/bram2w/baserow,,2020-07-20 09:32:04,2025-10-10 12:39:51,2025-10-08 13:46:27,6385.0,287.0,386.0,29.0,62.0,,,2904.0,,,,,,83.0,18,True,2.0,,,,
42,cjo4m06/mcp-shrimp-task-manager,cjo4m06/mcp-shrimp-task-manager,"A programming-focused task management system that boosts coding agents like Cursor AI with advanced task memory, self-..","['cloud', 'local', 'typescript']",developer-tools,https://github.com/cjo4m06/mcp-shrimp-task-manager,https://github.com/cjo4m06/mcp-shrimp-task-manager,MIT,2025-04-12 08:59:07,2025-08-21 08:55:59,2025-08-21 08:55:59,234.0,84.0,209.0,17.0,37.0,24.0,45.0,1793.0,,,,3.0,3.0,9.0,18,True,1.0,,,,
43,CoderGamester/mcp-unity,CoderGamester/mcp-unity,MCP Server for Unity3d Game Engine integration for game development.,"['csharp', 'local']",gaming,https://github.com/CoderGamester/mcp-unity,https://github.com/CoderGamester/mcp-unity,MIT,2025-03-13 20:41:25,2025-09-21 21:23:26,2025-09-21 21:23:23,178.0,38.0,123.0,15.0,28.0,5.0,48.0,1021.0,2025-08-23 11:48:10,1.2.0,7.0,,,13.0,18,True,2.0,223.0,37.0,-1.0,
44,zinja-coder/jadx-ai-mcp,zinja-coder/jadx-ai-mcp,JADX-AI-MCP is a plugin and MCP Server for the JADX decompiler that integrates directly with Model Context Protocol..,"['java', 'local']",security,https://github.com/zinja-coder/jadx-ai-mcp,https://github.com/zinja-coder/jadx-ai-mcp,Apache-2.0,2025-04-07 17:28:54,2025-10-08 14:48:49,2025-10-08 14:48:48,115.0,31.0,63.0,7.0,7.0,4.0,20.0,554.0,2025-09-11 07:47:47,3.3.1,15.0,,,4.0,18,True,2.0,9390.0,1565.0,,
45,getsentry/sentry-mcp,getsentry/sentry-mcp,Sentry.io integration for error tracking and performance monitoring.,"['cloud', 'python']",monitoring,https://github.com/getsentry/sentry-mcp,https://github.com/getsentry/sentry-mcp,,2025-03-29 22:23:13,2025-10-02 21:17:10,2025-10-02 21:17:06,733.0,139.0,47.0,29.0,446.0,35.0,93.0,382.0,2025-09-07 16:26:04,0.18.0,21.0,,,23.0,18,True,2.0,43.0,7.0,,
46,Softeria/ms-365-mcp-server,Softeria/ms-365-mcp-server,"MCP server that connects to Microsoft Office and the whole Microsoft 365 suite using Graph API (including Outlook,..","['cloud', 'typescript']",communication,https://github.com/Softeria/ms-365-mcp-server,https://github.com/Softeria/ms-365-mcp-server,MIT,2025-04-02 19:55:54,2025-10-05 21:51:14,2025-10-05 21:50:34,173.0,33.0,92.0,6.0,86.0,3.0,40.0,294.0,2025-10-05 21:51:17,0.20.2,79.0,3.0,3.0,13.0,18,True,1.0,,,,
47,1mcp-app/agent,1mcp-app/agent,A unified Model Context Protocol server implementation that aggregates multiple MCP servers into one.,"['cloud', 'linux', 'local', 'macos', 'typescript', 'windows']",aggregators,https://github.com/1mcp-app/agent,https://github.com/1mcp-app/agent,Apache-2.0,2025-03-16 14:05:08,2025-10-12 03:15:47,2025-10-12 03:15:46,493.0,259.0,25.0,2.0,137.0,7.0,5.0,213.0,2025-10-12 03:16:16,0.25.1,39.0,1.0,1.0,4.0,18,True,2.0,313.0,44.0,,
48,wanaku-ai/wanaku,wanaku-ai/wanaku,The Wanaku MCP Router is a SSE-based MCP server that provides an extensible routing engine that allows integrating..,"['cloud', 'local']",other-tools-and-integrations,https://github.com/wanaku-ai/wanaku,https://github.com/wanaku-ai/wanaku,Apache-2.0,2025-02-01 13:12:59,2025-10-12 10:59:59,2025-10-12 10:59:59,877.0,160.0,28.0,2.0,362.0,74.0,127.0,82.0,2025-07-17 08:25:31,0.0.7,8.0,5.0,5.0,15.0,18,True,2.0,612.0,87.0,,
49,keboola/mcp-server,keboola/mcp-server,interact with Keboola Connection Data Platform. This server provides tools for listing and accessing data from Keboola..,['python'],data-platforms,https://github.com/keboola/mcp-server,https://github.com/keboola/mcp-server,MIT,2025-01-12 20:01:21,2025-10-08 10:38:36,2025-10-08 10:38:35,2440.0,617.0,18.0,15.0,271.0,,5.0,80.0,2025-10-08 10:37:48,1.23.2,25.0,,,24.0,18,True,3.0,,,,
50,haris-musa/excel-mcp-server,haris-musa/excel-mcp-server,"An Excel manipulation server providing workbook creation, data operations, formatting, and advanced features (charts,..","['local', 'python']",developer-tools,https://github.com/haris-musa/excel-mcp-server,https://github.com/haris-musa/excel-mcp-server,MIT,2025-02-12 06:39:48,2025-08-11 07:35:59,2025-08-06 20:00:49,43.0,6.0,286.0,17.0,48.0,25.0,25.0,2544.0,2025-08-06 20:07:46,0.1.7,7.0,,,9.0,17,True,1.0,,,,
51,mariocandela/beelzebub,mariocandela/beelzebub,Beelzebub is a honeypot framework that lets you build honeypot tools using MCP. Its purpose is to detect prompt..,['cloud'],security,https://github.com/mariocandela/beelzebub,https://github.com/mariocandela/beelzebub,GPL-3.0,2022-05-08 18:47:02,2025-10-09 07:01:18,2025-10-09 07:01:16,295.0,25.0,144.0,17.0,178.0,2.0,26.0,1574.0,2025-10-09 06:55:45,3.4.3,54.0,,,9.0,17,True,2.0,,,,
52,stack-chan/stack-chan,stack-chan/stack-chan,A JavaScript-driven M5Stack-embedded super-kawaii robot with MCP server functionality for AI-controlled interactions..,"['embedded', 'typescript']",embedded-system,https://github.com/stack-chan/stack-chan,https://github.com/stack-chan/stack-chan,Apache-2.0,2021-06-06 14:31:19,2025-10-09 14:14:18,2025-10-09 14:01:28,1181.0,20.0,110.0,27.0,230.0,25.0,75.0,959.0,2022-09-05 05:57:58,0.2.1,4.0,,,19.0,17,True,1.0,37.0,0.0,2.0,
53,benborla/mcp-server-mysql,benborla/mcp-server-mysql,MySQL database integration in NodeJS with configurable access controls and schema inspection.,"['cloud', 'local']",databases,https://github.com/benborla/mcp-server-mysql,https://github.com/benborla/mcp-server-mysql,MIT,2024-12-09 14:02:55,2025-09-08 13:31:22,2025-09-08 13:31:22,173.0,22.0,128.0,9.0,27.0,24.0,37.0,851.0,2025-07-17 15:15:22,2.0.5,13.0,,,18.0,17,True,2.0,,,,
54,mark3labs/mcp-filesystem-server,mark3labs/mcp-filesystem-server,Golang implementation for local file system access.,"['go', 'local']",file-systems,https://github.com/mark3labs/mcp-filesystem-server,https://github.com/mark3labs/mcp-filesystem-server,MIT,2024-11-28 12:15:08,2025-09-04 16:02:29,2025-06-29 21:37:00,54.0,,80.0,6.0,33.0,12.0,13.0,530.0,2025-06-22 20:23:14,0.11.1,14.0,18.0,18.0,7.0,17,True,1.0,697.0,99.0,,
